OBJECTID,NETWORK_AREA,CORRIDOR_ID,CORRIDOR_DESCR,LINK_ID,LINK_DESCR,LINK_FROM,LINK_TO,LINK_FLOW,LINK_DIRN,LINK_SEQ,GEOLOCSTLength
6186877,South East,1290118,Archer St,57909,Archer St,Orrong Rd,Mint St & Rutland Av (Sth),O,,1,0.0118477915809853
6186878,South East,1290119,Mint St,57919,Mint St,Archer St & Rutland Av (Sth),Shepperton Rd,O,,1,0.00491616882591919
6186879,South East,1290119,Mint St,57920,Mint St,Shepperton Rd,Albany Hwy,O,,2,0.00383263709607819
6186880,South East,1290138,Miller St,57931,Miller St,Lane 107,Shepperton Rd,O,,1,0.00314008122354784
6186881,South East,1290138,Miller St,57932,Miller St,Shepperton Rd,Roberts Rd,O,,2,0.00561693446128831
6186882,South East,1290142,Duncan St,57941,Duncan St,Kitchener Av,Shepperton Rd,O,,1,0.00356995997195737
6186883,South East,1290142,Duncan St,57942,Duncan St,Shepperton Rd,Albany Hwy,O,,2,0.00169316369803151
6186884,South East,1290149,Kitchener Av,57952,Kitchener Av,Harper St North,Duncan St,O,,1,0.0021590206087167
6186885,South East,1290149,Kitchener Av,57953,Kitchener Av,Duncan St,Axon Av,O,,2,0.00227032499006592
6186886,South East,1290155,Burswood Rd,57963,Burswood Rd,Lane 59a,Great Eastern Hwy & Victoria Park Dr,O,,1,0.00260415260626508
6186887,South East,1290156,Craig St,57974,Craig St,Great Eastern Hwy,Burswood Rd,O,,1,0.00293480949518647
6186888,South East,1290161,Teddington Rd,57984,Teddington Rd,Burswood Rd,Shepperton Rd,O,,1,0.00243060441356902
6186889,South East,1290161,Teddington Rd,57985,Teddington Rd,Shepperton Rd,Albany Hwy,O,,2,0.00110343796492642
6186890,South East,1290170,Bolton Av,57995,Bolton Av,Great Eastern Hwy,Park Rd & Glenn Pl,O,,1,0.00149877179260204
6186891,South East,1290174,Griffiths St,58005,Griffiths St,Great Eastern Hwy & Graham Farmer Fwy (Westbound) off to Great Eastern Hwy,Lane 94,O,,1,0.00173806178116613
6186892,North West,1311665,Joondalup Dr,58701,Joondalup Dr,Moore Dr & Grand Bvd,Joondalup Dr,O,,10,0.0177184476658312
6186893,North West,1311700,Hodges Dr,58710,Hodges Dr,Joondalup Dr & Grand Bvd,Hodges Dr on to Mitchell Fwy (Southbound) & Mitchell Fwy (Southbound) off to Hodges Dr,O,,1,0.00368880923891182
6186894,North West,1311700,Hodges Dr,58711,Hodges Dr,Hodges Dr on to Mitchell Fwy (Southbound) & Mitchell Fwy (Southbound) off to Hodges Dr,Mitchell Fwy (Northbound) off to Hodges Dr & Hodges Dr on to Mitchell Fwy (Northbound),O,,2,0.00175796070285411
6186895,North West,1311700,Hodges Dr,58712,Hodges Dr,Mitchell Fwy (Northbound) off to Hodges Dr & Hodges Dr on to Mitchell Fwy (Northbound),Caridean St,O,,3,0.00965494365294492
6186896,North West,1311700,Hodges Dr,58713,Hodges Dr,Caridean St,Marmion Av,O,,4,0.0121603773169194
6186897,North West,1311700,Hodges Dr,58714,Hodges Dr,Marmion Av,Venturi Dr,O,,5,0.00658775365626051
6186898,South East,24,Armadale Rd,1358,Armadale Rd,Taylor Rd & Wright Rd,Warton Rd,O,W,10,0.0101592565979668
6186899,South East,24,Armadale Rd,1359,Armadale Rd,Warton Rd,Liddelow Rd,O,W,11,0.00942215142115996
6186900,South East,24,Armadale Rd,1360,Armadale Rd,Liddelow Rd,Ghostgum Av,O,W,12,0.0116282570474338
6186901,North West,1240153,Kensington St,56065,Kensington St,East Pde,Guy L,O,,2,0.0031760235751518
6186902,North West,1240162,East Pde,56075,East Pde,Plain St & Brook St,Kensington St,O,,1,0.0016450553002413
6186903,North West,1240162,East Pde,56076,East Pde,Kensington St,East Pde,O,,2,0.00124980106627863
6186904,North West,1240166,Spring St,56086,Spring St,Spring St Link on to Mitchell Fwy (Northbound) & Mitchell Fwy (Southbound) off to Spring St Link,Mounts Bay Rd & Spring St,O,,1,0.0013989120930187
6186905,North West,1240176,Aberdeen St,56096,Aberdeen St,Fitzgerald St,William St,O,,1,0.00752735045965031
6186906,North West,1240176,Aberdeen St,56097,Aberdeen St,William St,Beaufort St,O,,2,0.00308543261181991
6186907,North West,1240176,Aberdeen St,56098,Aberdeen St,Beaufort St,Stirling St,O,,3,0.00130638123805199
6186908,North West,1240176,Aberdeen St,56099,Aberdeen St,Stirling St,Pier St North,O,,4,0.00128348388460544
6186909,North West,1240204,Trinity Av,56109,Trinity Av,Hay St & Braithwaite St,Trinity Av - End Road,O,,1,0.00212459994136744
6186910,North West,1240214,Erskine Link,56119,Erskine Link,Hay St & Hale St,Moreau Pde,O,,1,0.000770923965215008
6186911,North West,1240302,Broadway,56129,Broadway,Stirling Hwy & Hampden Rd,The Avenue,O,,1,0.0115564804276564
6186912,North West,1240310,Monash Av,56139,Monash Av,Hampden Rd,Winthrop Av,O,,1,0.00457052940537263
6186913,North West,1240311,Hampden Rd,56150,Hampden Rd,Broadway & Stirling Hwy,Monash Av,O,,1,0.00523397678220309
6186914,North West,1240328,Aberdare Rd,56160,Aberdare Rd,Gairdner Dr & Aberdare Rd,Winthrop Av & Thomas St,O,,1,0.00439569853912359
6186915,North West,1249001,Braithwaite St,56171,Braithwaite St,Nelson Av,Trinity Av & Hay St,O,,1,0.0024516946053477
6186916,North West,1250010,Walter Rd West,56200,Walter Rd West,Hamer Pde,Dundas Rd & Homer St,O,,1,0.00741645131333007
6186917,North West,1250010,Walter Rd West,56201,Walter Rd West,Dundas Rd & Homer St,Grand Prom,O,,2,0.00730974639747605
6186918,North West,1250010,Walter Rd West,56202,Walter Rd West,Grand Prom,Shaftesbury Av & Walter Rd West,O,,3,0.00394326877081268
6186919,North West,1250017,Walcott St,56212,Walcott St,Hill St & Walcott St,Fitzgerald St & Alexander Dr,O,,1,0.00328353740437369
6186920,North West,1250017,Walcott St,56213,Walcott St,Fitzgerald St & Alexander Dr,Charles St & Green St,O,,2,0.0162880925512579
6186921,North West,1250021,Herdsman Pde,56224,Herdsman Pde,Jon Sanders Dr & Ellerby St,Herdsman Pde & Holland St,O,,1,0.0079977285374422
6186922,North West,1250024,Selby St North,56234,Selby St North,Scarborough Beach Rd & King Edward Rd,Burgay Ct,O,,1,0.00244342931632571
6186923,North West,1250025,Pearson St,56244,Pearson St,Alumni Tce,Bishop Hale Wy & Hale Rd,O,,1,0.00780731573614021
6186924,North West,1250025,Pearson St,56245,Pearson St,Bishop Hale Wy & Hale Rd,Liege St,O,,2,0.00720293546294509
6186925,North West,1250025,Pearson St,56246,Pearson St,Liege St,Stephenson Av & Jon Sanders Dr,O,,3,0.00207550416334619
6186926,North West,1250050,Beaufort St,56267,Beaufort St,Beaufort St & Walcott St,Central Av,O,,1,0.0136945012865216
6186927,North West,1250050,Beaufort St,56268,Beaufort St,Central Av,Ped Xing (Lights),O,,2,0.00528789000669324
6186928,North West,1250050,Beaufort St,56269,Beaufort St,Ped Xing (Lights),Nelson St & Beaufort St,O,,3,0.00649619590361905
6186929,North West,1250052,Central Av,56279,Central Av,Railway Pde,Beaufort St,O,,1,0.00855534919083981
6186930,South West,1190680,Murdoch Dr,55135,Murdoch Dr,Robin Warren Dr,Barry Marshall Pde,O,,2,0.00142192115032682
6186931,South West,1190680,Murdoch Dr,55136,Murdoch Dr,Barry Marshall Pde,South St,O,,3,0.00481623977053899
6186932,South West,1190680,Murdoch Dr,55137,Murdoch Dr,South St,Somerville Bvd,O,,4,0.00657710117446179
6186933,South West,1190680,Murdoch Dr,55138,Murdoch Dr,Somerville Bvd,Leach Hwy,O,,5,0.0139318783804918
6186934,South West,1190679,Gilbertson Rd,55149,Gilbertson Rd,McKleery St,South St,O,,1,0.00266923511284665
6186935,South West,1190679,Gilbertson Rd,55150,Gilbertson Rd,South St,Barclay Rd,O,,2,0.00297460981877881
6186936,South West,1190885,Calley Dr,55160,Calley Dr,Gledhill Wy,South St & Bull Creek Shopping Ctr Access,O,,1,0.00448335756688947
6186937,South West,1190896,Bull Creek Dr,55171,Bull Creek Dr,Leach Hwy,Gleddon Rd,O,,1,0.00545902805990544
6186938,South West,5016,Melville Mandurah Ramps,5716,Ennis Ave SB off to Saftey Bay Rd,Ennis Ave And Ennis Ave SB off to Saftey Bay Rd Ramp,Saftey Bay Rd And Ennis Ave SB off to Saftey Bay Rd Ramp,O,,1,0.00320374681301571
6186939,South West,5016,Melville Mandurah Ramps,5717,Ennis Ave SB off to Saftey Bay Rd EB,Ennis Ave SB off to Saftey Bay Rd Ramp And Ennis Ave SB off to Saftey Bay Rd EB Ramp,Ennis Ave SB off to Saftey Bay Rd EB Ramp And Saftey Bay Rd EB,O,,1,0.000636673272491128
6186940,South West,5016,Melville Mandurah Ramps,5719,Saftey Bay Rd on to Ennis Ave SB,Saftey Bay Rd And Saftey Bay Rd on to Ennis Ave SB Ramp,Ennis Ave SB And Saftey Bay Rd on to Ennis Ave SB Ramp,O,,1,0.00285777338817123
6186941,South West,5016,Melville Mandurah Ramps,5718,Saftey Bay Rd WB on to Ennis Ave SB,Saftey Bay Rd WB And Saftey Bay Rd WB on to Ennis Ave SB Ramp,Saftey Bay Rd on to Ennis Ave SB Ramp And Saftey Bay Rd WB on to Ennis Ave SB Ramp,O,,1,0.000525594778110034
6186942,South West,5016,Melville Mandurah Ramps,5298,Melville Mandurah Hwy SB off to Port Kennedy Dr,Melville Mandurah Hwy SB And Melville Mandurah Hwy SB off to Port Kennedy Dr Ramp,Port Kennedy Dr And Melville Mandurah Hwy SB off to Port Kennedy Dr Ramp,O,,1,0.00261050977200845
6186943,South West,5016,Melville Mandurah Ramps,5786,Port Kennedy Dr on to Melville Mandurah Hwy SB,Port Kennedy Dr And Port Kennedy Dr on to Melville Mandurah Hwy SB Ramp,Melville Mandurah Hwy SB And Port Kennedy Dr on to Melville Mandurah Hwy SB Ramp,O,,1,0.00365771992300987
6186944,South West,5016,Melville Mandurah Ramps,5787,Melville Mandurah Hwy NB off to Port Kennedy Dr,Melville Mandurah Hwy NB And Melville Mandurah Hwy NB off to Port Kennedy Dr Ramp,Port Kennedy Dr And Melville Mandurah Hwy NB off to Port Kennedy Dr Ramp,O,,1,0.00112325608753893
6186945,South East,30,Brookton Hwy,1269,Brookton Hwy,Albany Hwy,Irymple Rd,O,E,1,0.0901877105077922
6186946,North West,99,Island Links,1274,South Western Hwy,Jarrahdale Rd & Shanley Rd,Metropolitan Area Boundary,O,S,99,0.157931664272375
6186947,North West,3,Mitchell Fwy,1208,Mitchell Fwy,Reid Hwy Off,Reid Hwy (Westbound) On,O,N,22,0.00697209290534306
6186948,North West,3,Mitchell Fwy,1209,Mitchell Fwy,Reid Hwy (Westbound) On,Reid Hwy (Eastbound) On,O,N,23,0.00176177166693334
6186949,North West,6,Wanneroo Rd,321,Wanneroo Rd,Cape St,Wiluna St,I,S,32,0.00861531503478938
6186950,North West,6,Wanneroo Rd,322,Wanneroo Rd,London St,Wiluna St,I,S,33,0.00238769436312654
6186951,North West,6,Wanneroo Rd,323,Wanneroo Rd,Wiluna St,Green St & Walcott St,I,S,34,0.00141087592358931
6186952,North West,6,Wanneroo Rd,324,Wanneroo Rd,Green St & Walcott St,Scarborough Beach Rd & Angove St,I,S,35,0.0145711305694717
6186953,North West,6,Wanneroo Rd,325,Wanneroo Rd,Scarborough Beach Rd & Angove St,Vincent St,I,S,36,0.00909175715936162
6186954,North West,6,Wanneroo Rd,326,Wanneroo Rd,Vincent St,Carr St,I,S,37,0.00370373382472725
6186955,North West,6,Wanneroo Rd,327,Wanneroo Rd,Carr St,Newcastle St,I,S,38,0.00207454213879627
6186956,North East,8,Great Northern Hwy,331,Great Northern Hwy,West Swan Rd,Roe Hwy & Reid Hwy,I,S,2,0.0851083267394022
6186957,North West,99,Island Links,335,Toodyay,Metropolitan Area Boundary,Old Toodyay Rd & Toodyay Rd,I,S,99,0.123232464871013
6186958,North East,10,Reid Hwy,355,Reid Hwy,Roe Hwy & Great Northern Hwy,West Swan Rd,I,W,1,0.0273806837537782
6186959,North East,10,Reid Hwy,356,Reid Hwy,West Swan Rd,Lord St,I,W,2,0.0228400980857308
6186960,North East,10,Reid Hwy,357,Reid Hwy,Lord St,Altone Rd,I,W,3,0.0185240567465132
6186961,North East,10,Reid Hwy,362,Reid Hwy,Alexander Dr Off,Alexander Dr On,I,W,10,0.0121490677758507
6186962,North East,10,Reid Hwy,363,Reid Hwy,Alexander Dr On,Mirrabooka Av Off,I,W,11,0.013071028627789
6186963,North East,10,Reid Hwy,364,Reid Hwy,Mirrabooka Av Off,Mirrabooka Av On,I,W,12,0.00662396649380075
6186964,North East,10,Reid Hwy,365,Reid Hwy,Mirrabooka Av On,Wanneroo Rd Off,I,W,13,0.0228191963446837
6186965,North East,10,Reid Hwy,366,Reid Hwy,Wanneroo Rd Off,Wanneroo Rd On,I,W,14,0.00779602130621176
6186966,North East,10,Reid Hwy,367,Reid Hwy,Wanneroo Rd On,Erindale Rd,I,W,15,0.00960001249786998
6186967,North East,10,Reid Hwy,371,Reid Hwy,Okely Rd,North Beach Rd & Marmion Av,I,W,21,0.0137742678422424
6186968,North East,11,Guildford Rd,388,Guildford Rd,Johnson St & James St,West Rd,I,W,11,0.0150496802944275
6186969,North East,11,Guildford Rd,389,Guildford Rd,West Rd,Old Perth Rd,I,W,12,0.00731851801880255
6186970,South West,16,South St,579,South St,Kwinana Fwy Northbound,Murdoch Dr,I,W,9,0.00644463323283717
6186971,North West,1311729,Trappers Dr,58724,Trappers Dr,Ocean Reef Rd,Timberlane Dr & Parkwood Av,O,,1,0.00915494837122839
6186972,North West,1311729,Trappers Dr,58734,Trappers Dr,Chichester Dr,Whitfords Av,O,,2,0.0108483907760217
6186973,North West,1311900,Hepburn Av,58745,Hepburn Av,Wanneroo Rd & Hepburn Av,Kingsley Dr,O,,1,0.0326769212920622
6186974,North West,1311900,Hepburn Av,58746,Hepburn Av,Kingsley Dr,Mitchell Fwy (Southbound) off to Hepburn Av & Hepburn Av on to Mitchell Fwy (Southbound),O,,2,0.00446883530351756
6186975,North West,1311900,Hepburn Av,58747,Hepburn Av,Mitchell Fwy (Southbound) off to Hepburn Av & Hepburn Av on to Mitchell Fwy (Southbound),Hepburn Av on to Mitchell Fwy (Northbound) & Mitchell Fwy (Northbound) off to Hepburn Av,O,,3,0.00220652780708758
6186976,North West,1311900,Hepburn Av,58748,Hepburn Av,Hepburn Av on to Mitchell Fwy (Northbound) & Mitchell Fwy (Northbound) off to Hepburn Av,Gibson Av,O,,4,0.0178488659133932
6186977,North West,1311900,Hepburn Av,58749,Hepburn Av,Gibson Av,Marmion Av,O,,5,0.00485815129583721
6186978,North West,1311900,Hepburn Av,58750,Hepburn Av,Marmion Av,Seacrest Dr,O,,6,0.00649369072608525
6186979,North West,1312060,Boas Av,58760,Boas Av,McLarty Av,Grand Bvd,O,,1,0.0017384860869105
6186980,North West,1312060,Boas Av,58761,Boas Av,Grand Bvd,Davidson Tce,O,,2,0.00214280406051733
6186981,North West,1312143,Beach Rd,58770,Beach Rd,Beach Rd & Marmion Av,Beach Rd & Okely Rd & Davallia Rd,O,,1,0.0229747792230214
6186982,North West,1312143,Beach Rd,58771,Beach Rd,Beach Rd & Okely Rd & Davallia Rd,Beach Rd & Warwick Station Access,O,,2,0.0134195821883301
6186983,North West,1312143,Beach Rd,58772,Beach Rd,Beach Rd & Warwick Station Access,Beach Rd & Glendale Av & Dorchester Av,O,,3,0.00961684494887107
6186984,North West,1312143,Beach Rd,58773,Beach Rd,Beach Rd & Glendale Av & Dorchester Av,Beach Rd & Erindale Rd,O,E,4,0.00496000473414764
6186985,North West,1312143,Beach Rd,58774,Beach Rd,Beach Rd & Erindale Rd,Beach Rd & Wanneroo Rd,O,,5,0.010444564880462
6186986,North West,1312151,Connolly Dr,58785,Connolly Dr,Shenton Av,Meadowbrook Prom,O,,1,0.00662784482009018
6186987,North West,1312151,Connolly Dr,58795,Connolly Dr,Burns Beach Rd,Selkirk Dr,O,,7,0.0060623761481333
6186988,North West,1312151,Connolly Dr,58796,Connolly Dr,Selkirk Dr,Macnaughton Cr & Connolly Dr,O,,8,0.0080826554594651
6186989,North West,1312521,Lakeside Dr,58806,Lakeside Dr,Chancellor Pass,Joondalup Dr & Sundew Rise,O,,1,0.00713422029345352
6186990,South West,22,Leach Hwy,1492,Leach Hwy,Welshpool Rd Off,Welshpool Rd On,O,N,25,0.00563022592826641
6186991,South East,1290251,Berwick St,58015,Berwick St,Canning Hwy,George St & McMillan St,O,,1,0.0105316108489118
6186992,South East,1290251,Berwick St,58016,Berwick St,George St & McMillan St,Kent St,O,,2,0.00686873497831012
6186993,South East,1290251,Berwick St,58017,Berwick St,Kent St,Hill View Tce,O,,3,0.0149979412119394
6186994,South East,1290251,Berwick St,58018,Berwick St,Hill View Tce,Chapman Rd & Boundary Rd,O,,4,0.00674491637213991
6186995,South East,1290252,Albany Hwy,58029,Albany Hwy,Welshpool Rd & Albany Hwy & Shepperton Rd,Hill View Tce & Oats St,O,,1,0.0027772134670884
6186996,South East,1290252,Albany Hwy,58030,Albany Hwy,Hill View Tce & Oats St,Mint St,O,,2,0.0114135819075085
6186997,South West,1141100,Centenary Av,54087,Centenary Av,Leach Hwy,Centenary Av On/Off Ramp,O,,1,0.00267350501912695
6186998,South West,1141100,Centenary Av,54088,Centenary Av,Centenary Av On/Off Ramp,Centenary Av,O,,2,0.00803056208042611
6186999,South West,1141101,Centenary Av On/Off Ramp,54098,Centenary Av On/Off Ramp,Centenary Av,Leach Hwy,O,,1,0.00293949272648583
6187000,South West,1141102,Centenary Av Off Ramp,54108,Centenary Av Off Ramp,Centenary Av On/Off Ramp,Leach Hwy,O,,1,0.00200191353629129
6187001,South West,1141103,Centenary Av On Ramp,54118,Centenary Av On Ramp,Leach Hwy,Centenary Av,O,,1,0.00140449325376435
6187002,South West,1141104,Ranford Rd,54128,Ranford Rd,Ranford Rd & Nicholson Rd,Livingstone Market Place Access Nth & Queensgate Dr,O,,1,0.0034338793141461
6187003,South West,1141104,Ranford Rd,54129,Ranford Rd,Livingstone Market Place Access Nth & Queensgate Dr,Waratah Bvd,O,,2,0.0107288742630813
6187004,South West,1141104,Ranford Rd,54130,Ranford Rd,Waratah Bvd,South St & Bannister Rd,O,,3,0.0161065300109687
6187005,South West,1141132,Carden Dr,54151,Carden Dr,Mason St,Wharf St & Albany Hwy,O,,1,0.00287017835001709
6187006,South West,1141180,Waratah Bvd,54162,Waratah Bvd,Ranford Rd,Spyglass Cir & Fairfield Gdns,O,,1,0.00395228798217827
6187007,South West,1141329,Queensgate Dr,54172,Queensgate Dr,Livingstone Market Place Access Nth & Ranford Rd,Goodwood Wy,O,,1,0.00232846924164076
6187008,South West,1141376,Forum Av,54182,Forum Av,Catalano Cct,Market City Ent & Bannister Rd,O,,1,0.00107963632386188
6187009,South West,1141480,Market City Ent,54192,Market City Ent,Forum Av & Bannister Rd,Market Entrance Rd,O,,1,0.000514845982710288
6187010,North West,1150001,Gugeri St,54201,Gugeri St,Stirling Rd & Barnfield Rd,Bay View Tce,O,,1,0.00386178453982229
6187011,North West,1150001,Gugeri St,54202,Gugeri St,Bay View Tce,Ashton Av & Chancellor St,O,,2,0.0108768492252077
6187012,North West,1150001,Gugeri St,54203,Gugeri St,Ashton Av & Chancellor St,Railway Rd & Loch St,O,,3,0.00288154225637754
6187013,North West,1150002,Stirling Rd,54213,Stirling Rd,Queenslea Dr & Stirling Hwy,Barnfield Rd & Gugeri St,O,,1,0.00225227354783859
6187014,North West,1150002,Stirling Rd,54214,Stirling Rd,Barnfield Rd & Gugeri St,Claremont Cr,O,,2,0.000749539090554278
6187015,North West,1160005,North St,54234,"North St,Servetus St",West Coast Hwy,Shenton Rd,O,,1,0.00199191954233974
6187016,North West,1150005,Bay View Tce,54244,Bay View Tce,Princess Rd,Stirling Hwy,O,,1,0.00330508972005201
6187017,North West,1150006,Ashton Av,54255,Ashton Av,Gugeri St & Chancellor St,Alfred Rd,O,,1,0.00559121740394803
6187018,North West,1150007,Queenslea Dr,54265,Queenslea Dr,Freshwater Pde,Stirling Rd & Stirling Hwy,O,,1,0.00440479159227053
6187019,North West,1150011,Claremont Cr,54275,Claremont Cr,Curtin Av & West Coast Hwy,Shenton Rd,O,,1,0.0113906223372958
6187020,North West,1150012,Davies Rd,54285,Davies Rd,Lakeway St,Alfred Rd & Montgomery Av,O,,1,0.00299228089723511
6187021,North West,1150012,Davies Rd,54296,Davies Rd,Shenton Rd,Lapsley Rd,O,,2,0.00372253860724872
6187022,North West,1150014,Loch St,54306,Loch St,Stirling Hwy,Melville St & Loch St,O,,1,0.00564256012394964
6187023,North East,5009,Reid Ramps,5845,Reid Hwy East Bnd off to Alexander Dr Ramp,Reid Hwy And Reid Hwy East Bnd off to Alexander Dr Ramp,Alexander Dr And Reid Hwy East Bnd off to Alexander Dr Ramp,O,E,1,0.00508978715350949
6187024,North East,5009,Reid Ramps,5846,Alexander Dr on to Reid Hwy East Bnd Ramp,Alexander Dr And Alexander Dr on to Reid Hwy East Bnd Ramp,Reid Hwy And Alexander Dr on to Reid Hwy East Bnd Ramp,O,E,1,0.00567548089217448
6187025,North West,5003,Mitchell Ramps,5274,Graham Farmer Fwy (Westbound) off to Loftus St on to Mitchell Fwy Nth Bnd Ramp,Graham Farmer Fwy (Westbound) off to Loftus St Ramp And Graham Farmer Fwy (Westbound) off to Loftus St on to Mitchell Fwy Nth Bnd Ramp,Mitchell Fwy And Graham Farmer Fwy (Westbound) off to Loftus St on to Mitchell Fwy Nth Bnd Ramp,O,N,1,0.00148571001413777
6187026,South East,25,Tonkin Hwy Outer,1219,Tonkin Hwy,Roe Hwy On,Hale Rd,O,S,1,0.00468664980551338
6187027,South East,29,Roe Hwy,1228,Roe Hwy,Orrong Rd & Welshpool Rd On,Tonkin Hwy (Northbound) Off,O,N,14,0.0144789369428309
6187028,South East,29,Roe Hwy,1229,Roe Hwy,Tonkin Hwy (Northbound) Off,Tonkin Hwy Northbound,O,N,15,0.00142597530084794
6187029,South East,29,Roe Hwy,1230,Roe Hwy,Tonkin Hwy Northbound,Tonkin Hwy (Southbound) Off,O,N,16,0.00467735665247271
6187030,South East,29,Roe Hwy,1231,Roe Hwy,Tonkin Hwy (Southbound) Off,Tonkin Hwy (Southbound) On,O,N,17,0.00259173185066225
6187031,South East,29,Roe Hwy,1232,Roe Hwy,Tonkin Hwy (Southbound) On,Berkshire Rd Off,O,N,18,0.0100297379976961
6187032,South East,29,Roe Hwy,1233,Roe Hwy,Berkshire Rd Off,Berkshire Rd On,O,N,19,0.0122249712347769
6187033,South East,29,Roe Hwy,1234,Roe Hwy,Berkshire Rd On,Maida Vale Rd Off,O,N,20,0.0137085656643666
6187034,North West,7,Ocean Reef Rd & Gnangara Rd,1401,Ocean Reef Upper Swan Hwy,Marmion St,Eddystone Av,O,E,1,0.0171134367465019
6187035,North West,7,Ocean Reef Rd & Gnangara Rd,1402,Ocean Reef Upper Swan Hwy,Eddystone Av,Mitchell Fwy Northbound,O,E,2,0.0119726344896065
6187036,North West,7,Ocean Reef Rd & Gnangara Rd,1403,Ocean Reef Upper Swan Hwy,Mitchell Fwy Northbound,Mitchell Fwy Southbound,O,E,3,0.0016062258318514
6187037,North West,7,Ocean Reef Rd & Gnangara Rd,1404,Ocean Reef Upper Swan Hwy,Mitchell Fwy Southbound,Joondalup Dr,O,E,4,0.00286100963338712
6187038,North West,7,Ocean Reef Rd & Gnangara Rd,1405,Ocean Reef Upper Swan Hwy,Joondalup Dr,Trappers Dr,O,E,5,0.00901657357648091
6187039,North West,7,Ocean Reef Rd & Gnangara Rd,1406,Ocean Reef Upper Swan Hwy,Trappers Dr,Wanneroo Rd (Northound) Off,O,E,6,0.0150718835256433
