OBJECTID,NETWORK_AREA,CORRIDOR_ID,CORRIDOR_DESCR,LINK_ID,LINK_DESCR,LINK_FROM,LINK_TO,LINK_FLOW,LINK_DIRN,LINK_SEQ,GEOLOCSTLength
6184270,South West,1032013,Orsino Bvd,50694,Orsino Bvd,Cockburn Rd,Lancier Wy & Madras Link,O,,1,0.00276153187607839
6184271,South West,1032307,Midgegooroo Av,50704,Midgegooroo Av,Beeliar Dr & Gateways Shopping Centre North Access,North Lake Rd & Kentucky Ct,O,,1,0.004957029548127
6184272,South East,1040001,William St,50715,William St,Kenwick Link & Albany Hwy,Brixton St,O,,1,0.0140776154092442
6184273,South East,1040001,William St,50716,William St,Brixton St,William St,O,,2,0.0163757652313129
6184274,South East,1040003,Spencer Rd,50726,Spencer Rd,Nicholson Rd,Langford Av,O,,1,0.0130849563403677
6184275,South East,1040003,Spencer Rd,50727,Spencer Rd,Langford Av,Thornlie Station Access,O,,2,0.00942141986924204
6184276,South East,1040003,Spencer Rd,50728,Spencer Rd,Thornlie Station Access,Yale Rd,O,,3,0.00188438489300704
6184277,South East,1040003,Spencer Rd,50729,Spencer Rd,Yale Rd,Thornlie Av,O,,4,0.0095007992646233
6184278,South East,1040003,Spencer Rd,50730,Spencer Rd,Thornlie Av,Hume Rd,O,,5,0.00275210456046482
6184279,South East,1040003,Spencer Rd,50731,Spencer Rd,Hume Rd,Burslem Dr & Warton Rd & Corfield St,O,,6,0.01123497092406
6184280,South East,1040004,Fremantle Rd,50742,Fremantle Rd,Albany Hwy,King St,O,,1,0.008387301342457
6184281,South East,1040004,Fremantle Rd,50751,Fremantle Rd,Brome St,George St,O,,2,0.00412422124113274
6184282,South East,1040004,Fremantle Rd,50752,Fremantle Rd,George St,Igran Cr,O,,3,0.00475303176008192
6184283,South East,1040005,Mills Rd West,50762,Mills Rd West,Gosnells Rd West,Francis St,O,,1,0.00691131540606427
6184284,South East,1040005,Mills Rd West,50772,Mills Rd West,Ferres Dr,Tonkin Hwy & Mills Rd East,O,,2,0.0027387602712445
6184285,South East,1040007,Mills Rd East,50783,Mills Rd East,Tonkin Hwy & Mills Rd West,Cockram Rd,O,,1,0.00306603452686027
6184286,South East,1040009,Wheatley St,50793,Wheatley St,Evelyn St,Dorothy St,O,,1,0.00296585176970656
6184287,South East,1040009,Wheatley St,50794,Wheatley St,Dorothy St,Stalker Rd,O,,2,0.0029657784176561
6184288,South East,1040010,Dorothy St,50804,Dorothy St,Terence St,Wheatley St,O,,1,0.00338929721680832
6184289,South East,1040010,Dorothy St,50805,Dorothy St,Wheatley St,Albany Hwy,O,,2,0.00149835357039294
6184290,South East,1040010,Dorothy St,50806,Dorothy St,Albany Hwy,Federation Pde,O,,3,0.0010653765096149
6184291,South East,1040012,Austin Av,50816,Austin Av,Davison St & Belmont Rd,Kenwick Link & Albany Hwy,O,,1,0.00984218347282401
6184292,South East,1040015,Royal St,50827,Royal St,Wanaping Rd & Albany Hwy,Kenwick Link,O,,1,0.00508704299681712
6184293,South East,1040015,Royal St,50828,Royal St,Kenwick Link,Spring Rd,O,,2,0.00274686886413394
6184294,South East,1040016,Thornlie Av,50838,Thornlie Av,Spencer Rd,Spring Rd,O,,1,0.0124548544563302
6184295,South East,1040018,Gosnells Rd West,50848,Gosnells Rd West,Albany Hwy,Lewis Rd,O,,1,0.00752311114090416
6184296,South East,1040018,Gosnells Rd West,50858,Gosnells Rd West,Hibiscus Rd,Tonkin Hwy,O,,2,0.00412166864027811
6184297,South East,1040019,Corfield St,50869,Corfield St,Burslem Dr & Warton Rd & Spencer Rd,Kindred Pl,O,,1,0.00550472438976227
6184298,South East,1040020,Sevenoaks St,50879,Sevenoaks St,Sevenoaks St & Nicholson Rd Nth End Svc Rd,William St,O,,1,0.00352078628330127
6184299,South East,1040021,Brixton St,50889,Brixton St,William St,Bickley Rd,O,,1,0.00550371632434415
6184300,South East,1040024,Olga Rd,50898,Olga Rd,Kelvin Rd & Albany Hwy,Attfield St,O,,1,0.00314770408773423
6184301,South East,1040024,Olga Rd,50899,Olga Rd,Attfield St,Binley Pl,O,,2,0.00195415824008341
6184302,South East,1040026,Ranford Rd,50909,Ranford Rd,Ranford Rd & Nicholson Rd,Campbell Rd,O,,1,0.00923218635384104
6184303,South East,1040026,Ranford Rd,50910,Ranford Rd,Campbell Rd,Warton Rd & Ranford Rd,O,,2,0.00957073507324268
6184304,South East,1040026,Ranford Rd,50911,Ranford Rd,Warton Rd & Ranford Rd,Wright Rd & Bristle Av & Ranford Rd,O,,3,0.00991765807100685
6184305,South East,1040026,Ranford Rd,50912,Ranford Rd,Wright Rd & Bristle Av & Ranford Rd,Tonkin Hwy & Ranford Rd,O,,4,0.0349661932578446
6184306,South East,1040027,Amherst Rd,50923,Amherst Rd,Warton Rd & Holmes St,Welbeck Rd,O,,7,0.00431348330784353
6184307,South East,1040027,Amherst Rd,50933,Amherst Rd,Belfast Cl,Nicholson Rd,O,,2,0.00654014613817338
6184308,North East,1062538,Mundaring Weir Rd,51348,Mundaring Weir Rd,Great Eastern Hwy & Stoneville Rd,Reddy Av,O,,1,0.00696225915631198
6184309,South West,1070001,Patterson Rd,51358,Patterson Rd,Kent St & Parkin St & Railway Tce,Flinders L & Read St,O,,1,0.00556752183394595
6184310,South West,1070001,Patterson Rd,51359,Patterson Rd,Flinders L & Read St,Ennis Av & Patterson Rd,O,,2,0.0227820076592518
6184311,South West,1070002,Parkin St,51370,Parkin St,Kent St & Patterson Rd & Railway Tce,Hymus St & Safety Bay Rd,O,,1,0.0198817152375135
6184312,South West,1070003,Safety Bay Rd,51380,Safety Bay Rd,Rand Av,Warnbro Station Access,O,,1,0.0287500082244752
6184313,South West,1070003,Safety Bay Rd,51381,Safety Bay Rd,Warnbro Station Access,Settlers Av,O,,2,0.0465056227273253
6184314,South West,1070003,Safety Bay Rd,51382,Safety Bay Rd,Settlers Av,Burlington Dr & Norseman App,O,,3,0.00420996523901234
6184315,South West,1070003,Safety Bay Rd,51383,Safety Bay Rd,Burlington Dr & Norseman App,Safety Bay Rd on to Kwinana Fwy (Northbound) & Kwinana Fwy (Northbound) off to Safety Bay Rd,O,,4,0.0102284678559766
6184316,South West,1070003,Safety Bay Rd,51384,Safety Bay Rd,Safety Bay Rd on to Kwinana Fwy (Northbound) & Kwinana Fwy (Northbound) off to Safety Bay Rd,Kwinana Fwy (Southbound) off to Safety Bay Rd & Safety Bay Rd on to Kwinana Fwy (Southbound) & Folly Rd,O,,5,0.00149412094013435
6184317,South West,1070004,Dixon Rd,51395,Dixon Rd,Goddard St,Ennis Av,O,,1,0.0170172408963937
6184318,South West,1070004,Dixon Rd,51396,Dixon Rd,Ennis Av,Gilmore Av & Mandurah Rd,O,,2,0.0272644919115376
6184319,South West,1070005,Read St,51407,Read St,Patterson Rd & Flinders L,Swinstone St,O,,1,0.00895359239594982
6184320,South West,1070005,Read St,51408,Read St,Swinstone St,Centaurus St & Chalgrove Av,O,,2,0.0037618845887416
6184321,South West,1070005,Read St,51409,Read St,Centaurus St & Chalgrove Av,Council Av & Cygnus St,O,,3,0.00250985885478918
6184322,South West,1070005,Read St,51410,Read St,Council Av & Cygnus St,Rae Rd,O,,4,0.00550468502735649
6184323,South West,1070005,Read St,51411,Read St,Rae Rd,Gnangara Dr,O,,5,0.0207322732286291
6184324,South West,1070005,Read St,51412,Read St,Gnangara Dr,Safety Bay Rd & Warnbro Sound Av,O,,6,0.0115883741746135
6184325,South West,1070010,Mundijong Rd,51422,Mundijong Rd,St Albans Rd,Kwinana Fwy (Southbound) off to Mundijong Rd & Mundijong Rd on to Kwinana Fwy (Southbound),O,,1,0.0123549359010885
6184326,South West,1070010,Mundijong Rd,51423,Mundijong Rd,Kwinana Fwy (Southbound) off to Mundijong Rd & Mundijong Rd on to Kwinana Fwy (Southbound),Kulija Rd,O,,2,0.000859312780218407
6184327,South West,1070013,Dampier Dr,51433,Dampier Dr,Warnbro Sound Av,Mandurah Rd,O,,1,0.0090017302088447
6184328,South West,1070021,Kent St,51444,Kent St,Patterson Rd & Parkin St & Railway Tce,Flinders L,O,,1,0.00303065204738963
6184329,South East,1040263,Campbell Rd,51061,Campbell Rd,Ranford Rd,Bramley Dr,O,,2,0.00400951567980133
6184330,South East,1040344,Dalziell St,51071,Dalziell St,Albany Hwy,Dalziell St - End Road,O,,1,0.00168578202387607
6184331,South East,1040431,Langford Av,51081,Langford Av,Spencer Rd,Avocet St,O,,1,0.00483210347368229
6184332,South East,1040506,Yale Rd,51090,Yale Rd,Spring Rd,Spencer Rd,O,,1,0.0038636322922906
6184333,South East,1040506,Yale Rd,51091,Yale Rd,Spencer Rd,Garden St & Nicholson Rd,O,,2,0.0211905317330273
6184334,South East,1040716,Burslem Dr,51101,Burslem Dr,Albany Hwy,Warton Rd & Corfield St & Spencer Rd,O,,1,0.024385563509968
6184335,South East,1040905,Forest Lakes Dr,51112,Forest Lakes Dr,Tipuana Pl,Garden St & The Bridgeway,O,,1,0.0037872463144831
6184336,South East,1041442,The Bridgeway,51123,The Bridgeway,Garden St & Forest Lakes Dr,Skiff Wy,O,,1,0.00386513902045702
6184337,South East,1041694,Main St,51132,Main St,Stalker Rd & Lissiman St,Albany Hwy,O,,1,0.00106186806896746
6184338,South East,1041694,Main St,51133,Main St,Albany Hwy,Federation Pde,O,,2,0.00124070938344926
6184339,South East,1041765,Bristle Av,51143,Bristle Av,Elkhorn Av & Balfour St,Wright Rd & Ranford Rd,O,,1,0.00384744246895733
6184340,South West,1050004,Gilmore Av,51154,Gilmore Av,Thomas Rd,Summerton Rd & Sulphur Rd,O,,1,0.0140537005375796
6184341,South West,1050004,Gilmore Av,51155,Gilmore Av,Summerton Rd & Sulphur Rd,Chisham Av & Harlow Rd,O,,2,0.00419922173022083
6184342,South West,1050004,Gilmore Av,51156,Gilmore Av,Chisham Av & Harlow Rd,Dixon Rd & Mandurah Rd,O,,3,0.0449271106120922
6184343,South West,1050005,Summerton Rd,51167,Summerton Rd,Calista Av & Medina Av,Sulphur Rd & Gilmore Av,O,,1,0.00522957512279306
6184344,South West,1050006,Sulphur Rd,51178,Sulphur Rd,Summerton Rd & Gilmore Av,Meares Av & Dargin Pl,O,,1,0.00344336358184439
6184345,South West,1050070,Harlow Rd,51188,Harlow Rd,Harlow Pl,Chisham Av & Gilmore Av,O,,1,0.004230834040046
6184346,South West,1050144,Beard St,51199,Beard St,Lee Rd & Rockingham Rd,Leath Rd,O,,1,0.00680761245347257
6184347,South West,1050167,Lee Rd,51209,Lee Rd,Macedonia St,Rockingham Rd & Beard St,O,,1,0.00627337678233645
6184348,South West,1050208,Johnson Rd,51230,Johnson Rd,Holden Cl & Sulphur Rd,Thomas Rd,O,,1,0.00564599383031578
6184349,South West,1050210,Mortimer Rd,51239,Mortimer Rd,Bertram Rd & Johnson Rd,Kwinana Fwy (Northbound) off to Mortimer Rd & Mortimer Rd on to Kwinana Fwy (Northbound),O,,1,0.00464104415989842
6184350,South West,1050210,Mortimer Rd,51240,Mortimer Rd,Kwinana Fwy (Northbound) off to Mortimer Rd & Mortimer Rd on to Kwinana Fwy (Northbound),Kwinana Fwy (Southbound) off to Mortimer Rd & Mortimer Rd on to Kwinana Fwy (Southbound),O,,2,0.00163762781518966
6184351,South West,1050210,Mortimer Rd,51241,Mortimer Rd,Kwinana Fwy (Southbound) off to Mortimer Rd & Mortimer Rd on to Kwinana Fwy (Southbound),Nicolas Dr West,O,,3,0.00452643348318085
6184352,South West,1050214,Anketell Rd,51251,Anketell Rd,Rockingham Rd,Abercrombie Rd,O,,1,0.0210722703782448
6184353,North West,1280301,Oceanic Dr,67720,Oceanic Dr,Howtree Pl & Brookdale St,Perry Lakes Dr,I,,2,0.00830536303064049
6184354,North West,1310003,Warwick Rd,68483,Warwick Rd,Marmion Av,Glengarry Dr,I,,1,0.0183502698433651
6184355,North West,1310003,Warwick Rd,68484,Warwick Rd,Glengarry Dr,Davallia Rd,I,,2,0.004775928015537
6184356,North West,1310003,Warwick Rd,68485,Warwick Rd,Davallia Rd,Warwick Rd on to Mitchell Fwy (Northbound) & Mitchell Fwy (Northbound) off to Warwick Rd,I,,3,0.00592460699592329
6184357,North West,1310003,Warwick Rd,68486,Warwick Rd,Warwick Rd on to Mitchell Fwy (Northbound) & Mitchell Fwy (Northbound) off to Warwick Rd,Mitchell Fwy (Southbound) off to Warwick Rd & Warwick Rd on to Mitchell Fwy (Southbound),I,,4,0.00147843959386766
6184358,North West,1310003,Warwick Rd,68487,Warwick Rd,Mitchell Fwy (Southbound) off to Warwick Rd & Warwick Rd on to Mitchell Fwy (Southbound),Dorchester Av,I,,5,0.0047745122239174
6184359,North West,1310003,Warwick Rd,68488,Warwick Rd,Dorchester Av,Coolibah Dr,I,,6,0.0048198942643431
6184360,North West,1310003,Warwick Rd,68489,Warwick Rd,Coolibah Dr,Cockman Rd & Erindale Rd,I,,7,0.0111587194459763
6184361,North West,1310003,Warwick Rd,68490,Warwick Rd,Cockman Rd & Erindale Rd,Wanneroo Rd,I,,8,0.00767009599424111
6184362,North West,1310097,Coolibah Dr,68501,Coolibah Dr,Elias Ct,Warwick Rd,I,,1,0.00821372618854419
6184363,North West,1310115,Davallia Rd,68512,Davallia Rd,Beach Rd & Okely Rd,Warwick Rd,I,,1,0.00920501505130235
6184364,North West,1310135,Dorchester Av,68523,Dorchester Av,Warwick Rd,Beach Rd & Glendale Av,I,,1,0.0140643117628774
6184365,North West,1310155,Erindale Rd,68534,Erindale Rd,Beach Rd & Erindale Rd,Cockman Rd & Warwick Rd,I,,1,0.0116650356325811
6184366,North West,1310234,Cockman Rd,68545,Cockman Rd,Reilly Wy,Warwick Rd & Erindale Rd,I,,1,0.00865441412922544
6184367,North West,1310239,Burns Beach Rd,68556,Burns Beach Rd,Ocean Pde,Marmion Av,I,,1,0.0131803389755967
6184368,North West,3,Mitchell Fwy,1174,Mitchell Fwy,Hester Av Off,Hester Av On,I,S,5,0.0103187617702364
6184369,North West,6,Wanneroo Rd,1490,Wanneroo Rd,Yanchep Beach Rd & Indian Ocean Dr,Romeo Rd & Karoborup Rd,I,S,1,0.0767702463079176
6184370,North West,6,Wanneroo Rd,1491,Wanneroo Rd,Romeo Rd & Karoborup Rd,Hester Av,I,S,2,0.0540019168940531
6184371,South West,22,Leach Hwy,1493,Leach Hwy,Welshpool Rd Off,Welshpool Rd On,I,S,6,0.00706633802918684
6184372,North West,1280301,Oceanic Dr,67730,Oceanic Dr,Kalinda Dr,West Coast Hwy,I,,3,0.00882413976594042
6184373,North West,1280303,Cambridge St,67741,Cambridge St,Graham Farmer Fwy (Westbound) off to Loftus St & Loftus St,Southport St,I,,1,0.00371976247597218
6184374,North West,1280303,Cambridge St,67742,Cambridge St,Southport St,Harborne St,I,,2,0.0203067379290431
6184375,North West,1240124,Terrace Rd,65990,Terrace Rd,Hill St,Victoria Av,I,,1,0.00296490200310418
6184376,North West,1240124,Terrace Rd,65991,Terrace Rd,Victoria Av,Governors Av,I,,2,0.00305006927779787
6184377,North West,1240125,Victoria Av,66002,Victoria Av,St Georges Tce & Adelaide Tce,Terrace Rd,I,,3,0.00189675136151044
6184378,North West,1240125,Victoria Av,66003,Victoria Av,Terrace Rd,Riverside Dr,I,,4,0.00131607221236857
6184379,North West,1240127,Hill St,66013,Hill St,Terrace Rd,Adelaide Tce,I,,1,0.00182632760404978
6184380,North West,1240127,Hill St,66017,Hill St,Wellington St,Wittenoom St,I,,5,0.00211553865804608
6184381,North West,1240127,Hill St,66018,Hill St,Wittenoom St,Royal St,I,,7,0.0013410885254972
6184382,North West,1240130,Bennett St,66028,Bennett St,Royal St & Brook St,Wellington St,I,,1,0.00374507827196621
6184383,North West,1240130,Bennett St,66029,Bennett St,Wellington St,Goderich St,I,,2,0.00132299736129985
6184384,North West,1240130,Bennett St,66030,Bennett St,Goderich St,Hay St,I,,3,0.00121843366269013
6184385,North West,1240130,Bennett St,66031,Bennett St,Hay St,Adelaide Tce,I,,4,0.00134351063225394
6184386,North West,1240130,Bennett St,66032,Bennett St,Adelaide Tce,Terrace Rd,I,,5,0.00180935253676254
6184387,North West,1240131,Brook St,66042,Brook St,Plain St & East Pde,Bennett St & Royal St,I,,1,0.00282982851429791
6184388,North West,1240132,Plain St,66052,Plain St,Riverside Dr,Adelaide Tce,I,,1,0.0034157448979719
6184389,North West,1240132,Plain St,66053,Plain St,Adelaide Tce,Hay St,I,,2,0.00122424602451255
6184390,North West,1240132,Plain St,66054,Plain St,Hay St,Wellington St & Waterloo Cr,I,,3,0.00252186270271563
6184391,North West,1240132,Plain St,66055,Plain St,Wellington St & Waterloo Cr,Royal St,I,,4,0.00437202631098244
6184392,North West,1240132,Plain St,66056,Plain St,Royal St,Brook St & East Pde,I,,5,0.00188355714340694
6184393,North West,1240140,Hale St,66066,Hale St,Hay St & Erskine Link,Nelson Cr,I,,1,0.00173586937944859
6184394,North West,1240142,Waterloo Cr,66076,Waterloo Cr,Horatio St,Wellington St & Plain St,I,,1,0.00128033634477851
6184395,North West,1240144,Royal St,66085,Royal St,Fielder St,Bennett St & Brook St,I,,1,0.00157111419749301
6184396,North West,1240144,Royal St,66086,Royal St,Bennett St & Brook St,Plain St,I,,2,0.00354376166384189
6184397,North West,1240144,Royal St,66087,Royal St,Plain St,Trafalgar Rd South,I,,3,0.00225330298575981
6184398,North West,1240145,Wittenoom St,66097,Wittenoom St,Plain St,Hill St,I,,1,0.0070644925458085
6184399,North West,1240153,Kensington St,66108,Kensington St,Guy L,East Pde,I,,1,0.0031760235751518
6184400,South West,1140579,Burrendah Bvd,64015,Burrendah Bvd,Parry Av & Karel Av,Pinetree Gully Rd,I,,1,0.0116526081781138
6184401,South West,1140579,Burrendah Bvd,64016,Burrendah Bvd,Pinetree Gully Rd,Vahland Av,I,,2,0.00975482711897012
6184402,South West,1140585,Welshpool Rd,64025,Welshpool Rd,William St & Station St Nth,McDowell St,I,,1,0.00626808417336237
6184403,South West,1140585,Welshpool Rd,64026,Welshpool Rd,McDowell St,Hamilton St,I,,2,0.0187456798272378
6184404,South West,1140585,Welshpool Rd,64027,Welshpool Rd,Hamilton St,Leach Hwy,I,,3,0.0142322590476146
6184405,South West,1140585,Welshpool Rd,64028,Welshpool Rd,Leach Hwy,Sevenoaks St,I,,4,0.00763391335571008
6184406,South West,1140585,Welshpool Rd,64029,Welshpool Rd,Sevenoaks St,Welshpool Rd & Swansea St East,I,,5,0.00443058652656814
6184407,South West,1140924,South St,64039,South St,Roe Hwy (Westbound) off to South St & South St & South St on to Roe Hwy (Westbound),Ranford Rd & Bannister Rd,I,,1,0.00348540828416177
6184408,South West,1140988,Barbican St West,64049,Barbican St West,Vahland Av & Leach Hwy,Beryl Av,I,,1,0.00524056018028131
6184409,South West,1141001,John St Sth,64059,John St Sth,Capel Ct,Ashburton St & Albany Hwy,I,,1,0.0034608193972942
6184410,South West,1141005,Cecil Av,64069,Cecil Av,Albany Hwy,Sevenoaks St & Cannington Station Bus Access,I,,1,0.0108012551952679
6184411,South West,1141011,Bedford St,64080,Bedford St,Ewing St Sth & Albany Hwy,Boulder St,I,,1,0.00254772678350581
6184412,South West,1141013,High Rd,64090,High Rd,Leach Hwy,Wavel Av & Herald Av,I,,1,0.0102403475715605
6184413,South West,1141013,High Rd,64091,High Rd,Wavel Av & Herald Av,Vahland Av,I,,2,0.00513112643645661
6184414,South West,1141013,High Rd,64092,High Rd,Vahland Av,Willeri Dr & Riley Rd,I,,3,0.0101243492581082
6184415,North East,10,Reid Hwy,1244,Reid Hwy,Mitchell Fwy (Northbound) Off,Mitchell Fwy Northbound,I,W,18,0.00116689042492825
6184416,North East,10,Reid Hwy,1245,Reid Hwy,Mitchell Fwy Northbound,Duffy Rd,I,W,19,0.00632216901189972
6184417,North East,10,Reid Hwy,1246,Reid Hwy,Duffy Rd,Okely Rd,I,W,20,0.00948286492784046
6184418,North East,10,Reid Hwy,1287,Reid Hwy,Altone Rd,Tonkin Hwy Off,I,W,4,0.021088298994624
6184419,North East,10,Reid Hwy,1288,Reid Hwy,Tonkin Hwy Off,Tonkin Hwy (Southbound) On,I,W,5,0.0105332708999311
6184420,North East,10,Reid Hwy,1289,Reid Hwy,Tonkin Hwy (Southbound) On,Tonkin Hwy (Northbound) On,I,W,6,0.00474356889717877
6184421,North East,10,Reid Hwy,1290,Reid Hwy,Tonkin Hwy (Northbound) On,Malaga Dr Off,I,W,7,0.00859782228668598
6184422,North East,10,Reid Hwy,1291,Reid Hwy,Malaga Dr Off,Malaga Dr On,I,W,8,0.0105261347404959
6184423,North East,10,Reid Hwy,1292,Reid Hwy,Malaga Dr On,Alexander Dr Off,I,W,9,0.00752043327979453
6184424,North East,14,Great Eastern Hwy Inner,1249,Great Eastern Hwy,Griffiths St & Graham Farmer Fwy (Westbound),Burswood Dr & Victoria Park Dr,I,W,20,0.00466357037469739
6184425,North East,14,Great Eastern Hwy Inner,1250,Great Eastern Hwy,Burswood Dr & Victoria Park Dr,Bolton Av,I,W,21,0.00235310309616063
6184426,North East,14,Great Eastern Hwy Inner,1255,Great Eastern Hwy,Belgravia St & Stoneham St,Abernethy Rd,I,W,13,0.00596247380541546
6184427,North East,14,Great Eastern Hwy Inner,1256,Great Eastern Hwy,Abernethy Rd,Tanunda Dr & Belmont Av,I,W,14,0.00428670448452666
6184428,North East,14,Great Eastern Hwy Inner,1257,Great Eastern Hwy,Tanunda Dr & Belmont Av,Acton Av,I,W,15,0.00471674918242448
6184429,North East,14,Great Eastern Hwy Inner,1258,Great Eastern Hwy,Acton Av,Brighton Rd & Kooyong Rd,I,W,16,0.00603181706174626
6184430,South East,26,Albany Hwy Inner,1261,Albany Hwy,Fremantle Rd,Gosnells Rd West,I,N,9,0.00523519215211149
6184431,South East,26,Albany Hwy Inner,1262,Albany Hwy,Gosnells Rd West,Olga Rd & Kelvin Rd,I,N,10,0.0196270977142905
6184432,North East,13,NorthLink,1313,Tonkin Hwy,Great Northern Hwy,Brand Hwy On,I,S,1,0.0123358171556212
6184433,North East,13,NorthLink,1314,Tonkin Hwy,Brand Hwy On,Neaves Rd Off,I,S,2,0.0818199140373653
6184434,North East,13,NorthLink,1315,Tonkin Hwy,Neaves Rd Off,Neaves Rd On,I,S,3,0.0106133102003062
6184435,North West,99,Island Links,1435,Great Northern Hwy,Metropolitan Area Boundary,Apple St,I,S,99,0.171706161702972
6184436,North West,1280303,Cambridge St,67743,Cambridge St,Harborne St,Jersey St,I,,3,0.00825979824278295
6184437,North West,1280303,Cambridge St,67744,Cambridge St,Jersey St,Selby St,I,,4,0.00751239739347828
6184438,North West,1280303,Cambridge St,67745,Cambridge St,Selby St,Oceanic Dr,I,,5,0.00802857212442546
6184439,North West,1280304,Railway Pde,67755,Railway Pde,Salvado Rd East & Haydn Bunton Dr,Railway St & Loftus St & Thomas St,I,,1,0.0150423722180322
6184440,North West,1280305,Salvado Rd East,67765,Salvado Rd East,Salvado Rd & Station St,Station St,I,,1,0.000312635620139062
6184441,North West,1280305,Salvado Rd East,67766,Salvado Rd East,Station St,Railway Pde & Haydn Bunton Dr,I,,2,0.00395646509588833
6184442,North West,1250027,Selby St,67776,Selby St,Flynn St,Grantham St,I,,1,0.0033819551920726
6184443,North West,1280306,Selby St,67777,Selby St,Grantham St,The Boulevard,I,,1,0.00542672350238744
6184444,North West,1280306,Selby St,67778,Selby St,The Boulevard,Cambridge St,I,,2,0.0010724085666807
6184445,North West,1280306,Selby St,67779,Selby St,Cambridge St,Alderbury St,I,,3,0.00346310093525252
6184446,North West,1280306,Selby St,67780,Selby St,Alderbury St,Selby St & Hay St & Underwood Av,I,,4,0.00348263623097364
6184447,North West,1310239,Burns Beach Rd,68557,Burns Beach Rd,Marmion Av,Mitchell Fwy (Northbound) off to Burns Beach Rd,I,,2,0.0144515777183032
6184448,North West,1310239,Burns Beach Rd,68558,Burns Beach Rd,Mitchell Fwy (Northbound) off to Burns Beach Rd,Burns Beach Rd on to Mitchell Fwy (Southbound),I,,3,0.00195507120594603
6184449,North West,1310239,Burns Beach Rd,68559,Burns Beach Rd,Burns Beach Rd on to Mitchell Fwy (Southbound),Joondalup Dr,I,,4,0.0205896112767462
6184450,North West,1310389,Endeavour Rd,68569,Endeavour Rd,Cook Av,Whitfords Av,I,,1,0.00568556394067109
6184451,North West,1310390,Banks Av,68580,Banks Av,Endeavour Rd,Marmion Av,I,,1,0.00886071146563159
6184452,North West,1310609,Eddystone Av,68591,Eddystone Av,Joondalup Dr,Caridean St,I,,1,0.00630046431439631
6184453,North West,1310609,Eddystone Av,68601,Eddystone Av,Conidae Dr,Ocean Reef Rd,I,,2,0.00305696548811942
6184454,North West,1310609,Eddystone Av,68602,Eddystone Av,Ocean Reef Rd,Priscilla Av,I,,3,0.00610659039137954
6184455,North West,1310609,Eddystone Av,68612,Eddystone Av,Allambie Dr,Whitfords Av,I,,4,0.00669994063238538
6184456,North West,1310793,Gibson Av,68623,Gibson Av,Hepburn Av,Warburton Av,I,,1,0.00557008730309558
6184457,North West,1310793,Gibson Av,68633,Gibson Av,Warner Dr,Whitfords Av,I,,2,0.00437095578488204
6184458,North West,1310960,Glengarry Dr,68644,Glengarry Dr,Hepburn Av,Warwick Rd,I,,1,0.0194329897879019
6184459,North West,1311141,Dampier Av,68655,Dampier Av,Afric Wy,Whitfords Av,I,,1,0.00603646196798235
6184460,North West,1311222,Treetop Av,68666,Treetop Av,Joondalup Dr & The Gateway,Regatta Dr,I,,1,0.00467221573989602
6184461,North West,1311287,Whitfords Av,68676,Whitfords Av,Wanneroo Rd,Trappers Dr,I,,1,0.0215018875928611
6184462,North West,1311287,Whitfords Av,68677,Whitfords Av,Trappers Dr,Kingsley Dr,I,,2,0.00731602901520618
6184463,North West,1311287,Whitfords Av,68678,Whitfords Av,Kingsley Dr,Whitfords Av on to Mitchell Fwy (Southbound) & Mitchell Fwy (Southbound) off to Whitfords Av,I,,3,0.00568478532117057
6184464,North West,1311287,Whitfords Av,68679,Whitfords Av,Whitfords Av on to Mitchell Fwy (Southbound) & Mitchell Fwy (Southbound) off to Whitfords Av,Whitfords Av on to Mitchell Fwy (Northbound) & Mitchell Fwy (Northbound) off to Whitfords Av,I,,4,0.00265933009480146
6184465,South West,1141013,High Rd,64093,High Rd,Willeri Dr & Riley Rd,Metcalfe Rd,I,,4,0.0164882409867238
6184466,South West,1141013,High Rd,64094,High Rd,Metcalfe Rd,Nicholson Rd,I,,5,0.0149645977572552
6184467,South West,1141029,Baile Rd,64104,Baile Rd,Bannister Rd,Mordaunt Cct,I,,1,0.00605980357923815
6184468,South West,1141029,Baile Rd,64114,Baile Rd,Tacoma Cct,Bannister Rd,I,,2,0.00350265192981924
6184469,South West,1141060,Webb St,64125,Webb St,Wilber St,Leach Hwy,I,,1,0.00417844984322878
6184470,South West,1141100,Centenary Av,64135,Centenary Av,Centenary Av,Centenary Av On/Off Ramp,I,,1,0.00803056208042611
6184471,South West,1141100,Centenary Av,64136,Centenary Av,Centenary Av On/Off Ramp,Leach Hwy,I,,2,0.00361234375356033
6184472,South West,1141101,Centenary Av On/Off Ramp,64147,Centenary Av On/Off Ramp,Leach Hwy,Centenary Av,I,,1,0.00293949272648583
6184473,North East,5009,Reid Ramps,5848,Alexander Dr on to Reid Hwy West Bnd Ramp,Alexander Dr And Alexander Dr on to Reid Hwy West Bnd Ramp,Reid Hwy And Alexander Dr on to Reid Hwy West Bnd Ramp,I,W,1,0.00695599898631968
6184474,North East,5009,Reid Ramps,5847,Reid Hwy West Bnd off to Alexander Dr Ramp,Reid Hwy And Reid Hwy West Bnd off to Alexander Dr Ramp,Alexander Dr And Reid Hwy West Bnd off to Alexander Dr Ramp,I,W,1,0.0054665119871706
