osmid,risk_lvl
"[40454620, 318271311]",2
408003397,0
40455222,1
31337951,1
76469686,0
"[31337952, 6218061565, 6218064014, 6218064029, 32881330, 6218063997]",1
"[6218061579, 319869672]",3
"[32881322, 8822847703, 6218063990, 6218061568, 6218061575, 6218061581, 6218064016, 8822847705]",1
318270439,2
31337954,1
"[40455009, 11169506849]",1
"[11003386111, 40454723]",1
11169506854,1
31337959,1
6246318266,1
318271914,1
6449448959,1
"[32881316, 6246318261, 6246318259, 6246318256, 6246318257]",1
600432195,1
318271849,1
"[31337963, 6218064023]",1
408209219,1
6218064041,1
408209222,1
"[31337968, 1836742020, 6218061549, 32535675, 1836742019]",0
"[8797096327, 570966963]",1
31337970,1
"[32531203, 1693557434, 32535673, 1693557388]",1
566514504,1
566514491,1
"[31337973, 8805774445, 8805774446, 6218249589]",1
600416755,0
346758508,1
"[34645782, 600416866, 7094997003, 355620381, 792686095, 6257240918, 792686103, 7661013937, 7207646386, 7661013935]",1
346758502,1
"[31337977, 6218376015]",1
"[7083238474, 316169342, 6218376032, 355620400, 6218376013, 6218376023, 6218376042]",2
"[31337978, 575577783]",1
316169341,1
"[566514414, 6218376022]",1
346758520,0
"[6257570367, 346758540]",3
346758522,0
"[32881292, 6257570369]",1
31337982,1
"[6277977420, 6277977425, 6277977426, 6277977423]",0
346758562,2
"[275209427, 557449067]",1
346758559,0
346758493,1
346758552,1
1886045859,1
"[1676128324, 275206501, 1676128320]",1
"[3276755753, 3276755754, 3276755759, 2362720882, 3276755755]",0
"[6988692967, 11047438234, 11047438227, 11047438224]",0
"[31337994, 6218513790]",2
"[6257437170, 52173126, 1836722264, 6257437171]",0
52173222,1
6218513791,1
"[51401997, 6257507280, 560680690, 2417489760]",2
"[3478256381, 3478256380, 3478256379, 3478256382]",1
6257437174,0
310001015,1
60818436,1
"[31337998, 1880048668, 1720356243]",0
"[59995301, 1720356266]",1
6257431848,1
1720356261,0
"[31487079, 6218568450, 6218568451]",0
"[365225814, 6248925874, 1839621675, 561521017, 561521024, 561521019, 561521020, 634998786, 634998731]",2
"[1839621693, 5728059232, 5728058817, 5728059242, 5728059239, 5728059234]",0
31340086,1
"[31340104, 6243953655, 636490304, 6243953660, 6243953656, 6243953659]",1
281454365,2
6243964219,1
"[636471042, 636490361, 636490373, 6243953663]",1
31340107,1
281453773,1
281453873,1
31340818,1
281453884,1
281454247,1
31340868,1
"[31341845, 31341233, 636513532, 626325164, 626325169, 410500890, 1760705399, 636513643, 410500973, 626325166, 626325171, 636513557]",1
"[31341287, 6210323744, 6210323793, 279522529, 279522531, 3834659363, 6210323794, 6210323735, 6210323738, 6210323739, 6210323743, 6210323751]",1
280736207,1
"[280737852, 3791341300, 6249050264, 6249050267, 3791341298, 3791341301]",1
"[281458688, 281458710]",2
"[370499330, 622156468, 6243745539, 6243745542, 6243745538, 6243745543]",1
"[370499254, 6243913200, 6243913186, 712876790, 6243913190, 712876795, 6243913192, 6243913198]",0
6210323797,0
"[31341434, 281463044, 6249045960, 6249045959, 6249046863, 6249046866]",1
"[6208024774, 281731696, 6208002246, 6208024771, 6208024770, 6208024767]",1
"[281463042, 6249045962, 6249045956]",2
"[281731698, 6208024763, 1692567068, 6208024759, 6208002245, 6208024766]",0
370499211,1
"[31341793, 636499153, 6243982211, 31341854]",1
636499111,1
280739714,2
"[31341807, 31341814]",1
"[64644086, 64644109]",1
"[281453586, 6243964213]",1
280739863,1
"[6207446038, 6207446039, 6207446030]",1
"[281453190, 6243964211]",2
636349621,0
"[355801515, 355801517, 6244106330, 6244106329]",0
2957135213,1
355796558,1
"[1878600444, 1812296343, 1812296348, 1812296349]",2
"[31341905, 355796463]",1
354065018,1
1812296339,1
354065420,1
355796459,2
354065415,1
354065004,0
"[60311702, 1812296351]",0
354064826,0
"[31341922, 6244123925, 6244123924, 1838672569, 6244123911, 6244123919]",2
6244123928,1
"[310390817, 9584520241]",2
6244123930,1
"[310731716, 6244345693, 6244345694]",1
310390846,2
"[31342110, 1836830740, 6106156097, 6106156096]",0
1836830748,1
"[310348453, 310390870, 6106156090, 6106173511]",1
"[1836830739, 6241256233]",0
310391485,1
31342132,1
"[31342140, 33236137, 471049721]",1
310348479,2
"[310302213, 6241256230]",2
2953998057,1
355509748,1
355509774,1
310348445,1
310348478,1
310302261,1
"[33236135, 471049722, 6241256227, 310180691, 471049723, 6241256209, 471049720, 6241256212, 6241256221]",3
"[31342154, 6241262299, 6241262304, 33236127]",1
"[1838672047, 33236126, 6236468605, 1838671988, 1838672017, 6236468602]",0
355509793,0
310301020,1
"[33236123, 6241262288, 6241262293, 6241262292, 278132282, 6241262287]",1
"[1838672076, 355509829, 1838672030, 355510453]",1
5200375168,1
"[60168222, 6215988170]",0
"[33116566, 5200375151]",1
33140613,1
31342578,1
1717481091,1
31342579,1
33235967,1
4826382215,1
33235981,1
"[6189989501, 59893094, 6189989498]",1
31342600,1
4097769388,1
223485506,0
4097769695,0
1717526771,0
"[1717518190, 223482563]",1
31342613,0
31342616,0
"[444492286, 2957199113, 6466745858, 2984651737, 6466745856, 6466745863]",2
"[31395776, 663125029]",2
"[60191166, 3991604755]",0
9818113815,0
9818113813,0
"[5403265907, 4059086232]",1
4145843060,1
"[4145842997, 33109197, 33109204, 4145842998, 4145843008]",0
"[33131505, 635707957]",0
"[31486917, 6218102823, 6218102573, 6218102790]",0
"[314505543, 6218102811]",2
"[6218102826, 1886045752]",2
"[314505347, 6218102818, 6218102834, 6218102847]",2
"[6218102827, 33131529, 6218102791, 6218102841]",0
314505544,2
"[31486942, 6218143961, 558510857, 6218144947, 6218144946]",1
"[558510876, 558510884, 558510880, 1927205822, 558510882, 6218144935]",0
558510851,1
"[360808009, 6218143956, 360809685, 558510862, 6218144929, 558510869, 6218143946, 558510870, 558510873, 837153089, 6218102815]",1
"[312107656, 6218144888]",1
40468226,1
"[31487037, 5489722292]",1
"[5489722274, 5489722273, 5489722276, 5489722275]",1
"[567247408, 271632673]",0
"[6218143947, 5489722286, 3510531273, 6218143951, 6218144921]",0
"[32530416, 6116207211, 311435072, 6116207083]",1
"[5489648704, 5489648703, 5489648705, 5489648706]",1
5489722271,1
"[31487043, 5280316286, 600416707, 470205791, 5280316277, 470205797, 5280316283]",1
"[271633265, 6218249719]",1
"[271632716, 6218143965, 6257355697, 6257355692, 6257355691]",1
31487058,1
414916610,1
"[275199807, 6218375993]",3
"[6218249717, 6257379577, 6218249638, 275199541, 6218249707, 6218249749, 6257379573, 6257379572]",1
414916618,1
"[275199740, 275199663]",1
"[6278529421, 6278529423, 6278529420, 6278529422, 6278529403, 6278529409, 6278529404, 6278529406, 6278529411, 6278529412, 6278529414, 6278529415]",2
275199540,1
"[274909935, 6218375996, 6218376005, 615684280, 6218375997]",0
"[275199543, 6218375990]",0
275199086,0
"[275207648, 6218249744]",2
"[31487078, 60826431]",2
60826435,0
60826389,1
3740952157,2
"[572306188, 572306195, 3741012995, 3741012991]",0
3741012976,1
"[31488489, 423808089]",1
280163847,2
"[6132363244, 360074397, 423808088, 6132363245]",1
9898653915,1
280163850,1
"[280163768, 280163742, 280163770, 280163746, 280163764, 280163766, 280163780]",1
"[360074391, 6132363239]",1
"[360074140, 6132363253]",2
31505923,1
32016557,1
32016590,1
51835482,1
"[3276755723, 3276755712, 3276755716, 3276755721, 3276755719]",0
5440969787,0
32017940,0
354074964,0
354065236,0
54577283,2
354065197,2
354065240,2
354074960,1
"[32027209, 6226728896, 6116181024, 6226728893, 6226728894]",2
"[32027211, 6226728891, 6116181006, 6226728890]",2
277748838,1
"[276561784, 6116180999, 6226728884, 6226728886]",1
"[32027214, 6116181014, 6104492801, 6116181013]",1
6116178576,1
"[276561782, 6104492805]",1
"[6104492797, 277748840]",1
32027369,1
32027420,2
1673552780,0
"[6116618870, 6116618845, 6116618871, 559354452, 6116618793, 6116618791, 6116618844, 6116618798]",1
"[6104492807, 32027421]",1
276561777,1
32027371,1
276561783,1
"[32027457, 6116618835]",1
276561456,1
"[276561781, 6104492819]",1
32027372,1
276561563,1
276561602,2
"[6104492820, 276561774]",1
"[1673552759, 5241956773, 5241956769, 5241956777, 5241956775, 5241956781, 5241956782]",1
276561638,2
6226728844,1
276561642,2
276561405,1
"[32027543, 6226728848]",3
276561802,0
"[32027549, 6116618827]",1
276561824,0
276561809,0
"[276561841, 6116618821]",0
32027554,0
276561835,2
"[32027565, 6116618810]",0
276561834,2
"[559354439, 559354429, 6117051433, 559354436, 559354440, 6116618808]",1
32881508,1
32028433,1
37549775,1
"[37549835, 37549789]",1
37549706,2
33019114,2
32032360,1
"[4596424710, 4596424690]",2
4596424715,2
6243690965,2
4596424739,2
51940387,0
9217857870,0
4596424278,0
4423800960,0
"[271375914, 4423800925, 4423800920]",1
"[32033322, 4640426288, 6244060599]",1
"[51940256, 436748631, 6244018045, 6244018049, 6244018046]",1
5991226083,1
"[32033324, 6276344553, 6276344551]",2
60818127,0
6278468552,1
"[580849881, 493928752, 6244080311]",0
"[6244075688, 457491405, 6105738512, 457491406, 6244075691, 6105738509, 6105738507, 6105738506, 6244075690, 6105738508, 6105738511]",0
6103862730,0
277835523,3
32496392,2
"[271357941, 6227167678]",0
"[32496402, 6227167663, 273122192, 6227167656]",1
"[271358117, 6227167680]",1
271358457,0
6227167670,0
"[244016893, 6227167649, 6227167651, 6227167650]",0
"[32525192, 6246334430, 6246334424, 728165129, 1851884769, 6986001042]",0
35125799,2
"[6246345133, 1851884738, 5141043152, 1851884752, 5141043154, 1851884757, 1851884754, 5141043151]",2
277357959,0
277358158,1
277833050,1
"[275324445, 6142910355, 6142838093, 6142910356]",1
32529686,1
"[32529671, 6142898692]",1
"[277833372, 6142898707]",0
32529776,0
"[32529675, 6142898704]",0
277833233,1
"[6142898280, 277833371]",1
277833210,1
"[5385995386, 6142898699]",1
277833274,1
277833258,1
277833329,1
7136591350,1
277833301,1
32529696,1
"[32529733, 7136591336]",1
32529706,1
277833191,1
"[32529709, 7136591321]",1
"[32529712, 7136591307]",1
"[7136591320, 277833008]",1
1887557132,1
"[277833052, 7136591349]",0
275335354,1
"[277833311, 6142898709]",0
275333333,1
32529823,2
32529802,1
277833715,1
275326436,1
5385995406,1
277833607,1
5385995389,1
"[30744866, 6218548099]",1
"[563696163, 6218545467]",1
"[32536104, 6192446185]",1
"[6257590952, 6430604287, 6257590949, 6688527992, 6688527993]",1
6192460808,1
32530245,0
9625461949,1
"[32536103, 6192460806]",1
"[313655366, 6246190290]",1
5998336441,1
6246190295,1
"[32530411, 6246243608, 5528448688, 6246243581, 6246243607]",0
"[1886045870, 6246243586]",1
"[60176874, 60176875]",0
"[359000893, 6246243594, 6246243589, 6246243597, 6246243593, 6246243600]",1
33483658,1
6116207219,1
"[5763769538, 5763771073, 5114338046, 5114338048, 5763769539, 6257256600, 6257256596, 6257256599, 6257256604]",2
6116207189,1
280737853,2
"[32530419, 32535757, 6224566901, 32535005, 6224566912, 32535758, 6224566905, 6224566908]",2
"[6257259142, 6257259143]",0
"[319127132, 319127131, 343780845]",1
"[311435108, 343706545]",1
311436034,1
32530486,1
40425579,1
6216042652,1
40425629,1
40425614,0
32530487,2
40425551,0
40425597,0
40425460,0
346764701,0
1886045860,1
346758555,1
32531196,1
570966920,1
346758498,1
"[408209223, 439203786]",1
570966891,1
6218061554,1
570967034,1
"[319435148, 355620385]",1
1836744002,1
"[1693557372, 1693557376]",1
319435583,1
"[32531246, 32534993, 6278029583, 40468209, 6278029582]",1
32534990,1
"[343792312, 343792309]",1
"[40467970, 40467988, 6216310652]",1
"[343789181, 6246201125]",1
1831953183,1
1831953218,1
393179840,1
32531306,1
32531285,2
1831953197,0
1831953193,0
1831953224,0
"[429505667, 429505672, 429505671, 429505673]",2
1831953217,0
"[390932535, 439005917, 1905172835, 439005891, 439005895, 439005904, 439005911, 439005923, 439005937, 439005944]",1
32531302,1
281230519,1
"[6210029164, 6210029160, 6210029158, 6210029147, 6210029155, 6210029152, 6210029153, 6210029156]",2
1831961541,0
"[6536857909, 360802298, 6536857914, 6536857920, 6536857917, 6536857891, 6536857903, 6536857911]",2
1831961551,2
390931768,0
390931865,0
360802303,1
1887416573,0
1831959203,0
"[6243960730, 461816433, 6243960729, 1905759958, 461816436, 1905759917, 4725399544, 1905759952, 1905759919, 1905760005, 1905760010, 6243960731]",0
1831953819,0
390936746,1
1831959214,1
"[32533262, 6218568654, 569911303, 615402177, 6218568650, 6218568658, 6218568653, 6218568655]",2
569911294,1
"[32533265, 579256559, 32533266]",1
"[8148262221, 8148262220]",1
"[579904719, 32533269, 6278471416, 32535891, 493924866, 579904722, 1880048672, 1694955507]",1
"[8148262217, 8148262218]",1
"[6246401579, 1609401369, 992139056, 6246401580]",1
"[52173112, 6246395538, 6246395523, 6246395531, 6246395532, 9657394927, 6246395540]",1
6246201103,1
"[32535688, 1837510244, 6246283177, 5495582148, 6216202523, 6216202529, 6216202497, 6241610493, 6246283179]",1
6246280527,1
6241610715,2
6192460811,1
1621250605,1
6192446187,1
32536105,1
6192446192,1
32829990,2
269351443,0
32829997,1
"[2379290933, 626579508, 6207837938, 6207837939]",0
268905195,0
6210510966,2
6210509596,0
106276715,0
6210511941,0
32830127,0
33025999,2
59895223,0
"[414913259, 302240425]",2
6257590955,1
32881281,1
319894132,1
470206018,1
316168648,1
271634062,2
271633907,1
"[319894610, 6105773967, 470206011, 6105773955, 470206012, 6105773959, 470206016, 6105773963, 6105782109, 6105773954]",1
599918303,2
316168962,1
"[32881283, 6218249197, 6218249196, 6218249600]",1
6218249200,1
600398707,0
"[271629897, 6276317936, 6218249203, 6276317935]",1
6218376026,1
"[32881284, 6218376036, 274909803, 6218376038, 6218376046]",1
"[4440679980, 4440679979, 4440680391, 6106313855]",1
11139080909,1
6218376031,1
"[439203787, 346758516]",1
"[408209224, 6257570371, 6257570356, 6257570357, 6257570360]",1
570967161,1
"[32881293, 6257570376, 6257570379, 10992198587, 10992198586]",1
"[408209220, 6257570374, 6257554193, 6257570373]",1
9066147116,1
6246398005,1
439203783,1
6257554198,1
365300471,1
"[32881294, 6246411414, 6246411406, 6246411407]",1
"[318272778, 11003099769]",1
6246411410,1
600444812,1
"[40454751, 6246398739, 6246398731, 6246398732]",1
"[32881295, 6257283971, 6257283977, 6257283968, 6257283964, 6257283965]",1
6257283970,0
318272420,1
318272460,1
"[32881298, 560618560, 600432353]",0
"[600432335, 600432339]",0
408209249,0
"[256062211, 408209227]",0
600432343,0
32881299,0
70399628,1
40429655,1
40429697,1
"[32881308, 6218064002, 6218061563, 6218061582, 6218061576, 6218064026, 6218063989, 6218064056, 6218064045]",0
"[32881312, 6246455488]",1
319869930,2
"[6218064050, 319125675, 9837320211, 6218061574, 9837320212]",0
"[40454867, 6218064011]",0
"[7100401420, 7095186832, 6246455375, 7100401419]",0
6246455490,3
40455265,2
1890669833,2
"[32881315, 6246318254, 6246318255]",3
407982362,0
"[318271913, 318272338]",1
40454650,0
407982360,0
407982363,2
6246318264,2
32881321,0
"[6241610131, 6241610520, 6241610689, 6241610548, 6241610252, 6241610256, 6241610521, 6241610551, 6241610690]",1
6218064004,2
318270297,0
"[319126372, 5367419988]",3
6241610168,1
319127262,0
6218064057,1
"[32881325, 6246392590, 6246392592, 6246392588, 6246392586]",1
6246392595,1
319125937,0
70399859,0
70439427,0
319125936,0
"[319125934, 319125834]",2
32881327,0
"[40454832, 439203813]",0
"[439203784, 439203814]",0
448133715,1
"[439203780, 439203812]",0
579946121,3
"[256062287, 6246355785, 6246355476, 6246355479]",1
40454844,1
439203811,1
"[32881333, 33177381, 571459305]",1
33176572,1
33177335,1
33169125,1
33176570,1
33180865,1
32881493,2
319435214,1
319435293,0
319435257,0
319435133,0
319435213,1
319435361,1
"[319435292, 6257594720]",1
32881509,1
33019187,2
33019447,1
"[33019410, 33019188]",1
33180901,1
"[6247109941, 6247109940, 33180884, 33167232, 632214681, 6247109939, 33167235, 632214682, 5141042920, 632214685]",2
"[33019420, 33169064]",0
33019446,1
33019686,1
37867929,0
"[358993527, 572486017, 6216201976, 6216201975, 6216201980]",1
358993517,1
"[32881648, 6216040970, 1835300178, 6216042699, 6216040969]",1
"[571491157, 6216042657, 6216042631, 6216042642, 6216042674]",1
"[6216040978, 6216040968]",1
"[671373550, 671373547]",1
"[32881653, 6216040957, 6216040960]",1
32881656,1
359001137,1
1886045897,1
"[6216042594, 359001091, 6216042593, 624247350, 6216042599]",1
359002018,1
32881657,1
6216042610,1
"[5372486849, 6216042608, 6246243537, 6246243536]",1
"[32881677, 6246177618]",1
6246177623,2
"[571491258, 359010695, 6246182601]",2
32881693,0
"[2753649232, 570099524, 5141043144, 6246334419]",2
"[32881694, 616079077]",1
2753649242,2
4901991908,3
"[6460875422, 6460875426, 7507511187, 2640825146, 2640825147, 7507511185, 6460875412]",1
2640807367,1
2640807417,1
6216310784,1
"[4145842995, 4145842994, 4145843000]",1
4145843049,1
"[3769808765, 3769808764]",1
"[32958726, 6226686169, 6226686167, 6226686163, 51034001]",1
"[276561815, 6226728850]",1
"[32958731, 588370946]",1
"[4053206640, 4053206638, 4053206639, 2957224958]",0
32958937,1
"[277834746, 277834770]",1
359696510,1
359696424,1
277834241,1
4922006166,1
277759253,1
2958511239,1
"[33180885, 37549605]",2
33484568,2
33019769,0
"[33180942, 33019768]",2
33180883,2
33180900,0
33019687,2
33180943,0
"[33023043, 6149992061, 6210051065, 6210051688, 6210051077, 6149992080, 6210051078, 6210051686, 6210051073, 6210051685, 6210051084]",1
"[984961895, 5642034566]",1
"[443548961, 6149992059]",1
2958526486,1
"[33023088, 6241667981, 6241668389, 6241668403, 6241668388, 6241668410]",1
"[279276097, 1880048429, 279276136, 279277049, 279277040, 279277041, 279277051, 1207381446]",1
"[7651440821, 7651440823, 7987782860, 7651440809, 7651440814, 7651440822]",2
"[6278662423, 6278662422, 6278662420, 588492415, 6278662421, 588492420, 588492444, 588492445, 588492459, 6278662418, 588492466, 6278662419]",1
"[33023133, 6241608330, 33023176, 6241608335, 6241608324, 6241608331]",1
6241621145,0
279275667,2
"[33023137, 6241621136, 6241621149, 6241621148, 33023172]",2
"[6241621150, 361179735]",0
"[33023142, 1207361877, 33023143, 33023144, 1207361896, 1207361887]",1
6241608329,1
5770298563,1
6241601573,1
279278292,2
6241668402,1
6241604235,2
6241681103,1
6241723482,1
1207359218,1
"[33023182, 6241601577, 6241601567, 33023196, 6241601576]",1
"[361172086, 6241601578]",0
279274321,2
"[274245429, 6149975099]",0
6226630557,2
"[493881892, 6226630559, 3717126823, 6226630558]",2
274243283,1
68431105,1
"[33025312, 358452410, 6236297818, 358452412]",1
3999011703,0
"[6236297826, 6236297840]",0
"[277914287, 6235897998, 6235897991, 277914288, 6235898004]",1
