osmid,risk_lvl
355796412,1
355796410,1
"[355509819, 6236468596]",1
"[355510791, 6236468598, 6236468601, 6236468599, 1838672068]",1
355510658,1
355510163,1
355796695,1
1838798254,1
355798560,1
355796687,1
"[1838798263, 6241335314, 6241335313, 1838798181, 1838798297, 1838798194, 1838798210, 1838798208, 1838798277, 1838798243, 1838798240, 6241335315]",1
355510790,2
355510456,1
355510458,1
355510792,1
355798474,1
355798458,1
355798331,1
355798521,1
355510668,2
355798319,1
6105238706,1
355798358,1
355796683,1
600416911,1
"[355620980, 6105895841]",1
355621004,1
"[355621005, 6105895840]",1
355621009,1
"[355620988, 606949631, 1693557249]",1
1693557222,1
"[355796400, 355796428]",1
355796403,1
355796426,1
5995245565,1
355796404,1
355796438,1
355796472,1
"[355796545, 355796843]",1
355796825,1
355796565,1
355796547,1
355796864,1
355796824,1
355796553,1
"[355796809, 355796807]",1
"[6241628748, 355801486]",1
355796810,0
11108855468,0
355802665,0
355796790,0
355796595,2
355796801,1
355796800,2
355796732,0
"[6109512752, 6109512754, 6109512751, 712866627, 6109512742, 712866634, 6109512755, 712866635, 6109512760, 712866658, 6109512733]",0
6109512753,1
355796734,0
355796735,0
355796628,1
6236472062,0
"[355796637, 355796640, 6236472057, 6236472056]",1
355796853,0
6236472061,2
"[355796788, 355796783, 355796785]",1
355796645,2
"[2958032909, 2958031805, 6241455219, 2957958556, 2957952376, 2957952390, 2957952378, 2957952380, 2957952382, 2957952384, 2957952385, 2957952387]",0
355796698,2
355796696,1
"[6241377595, 6241377600, 355802683]",0
355796854,0
355796862,1
"[6241439060, 6241439061, 471049738, 6105238708, 6105238707, 6105238714, 6105238710, 6105238711, 6105238712, 6105238713]",1
355798590,1
355798630,1
355798587,1
"[355798376, 6241572727, 6241572745]",1
355799740,1
"[355798402, 6241572726]",1
471049742,1
355798553,1
355800006,1
355799822,1
6241572733,1
355799856,1
355800007,1
355798627,1
355798589,0
355798635,0
355799762,0
355799768,1
355799775,1
355799967,1
355800003,1
355799853,1
355799794,1
355799927,1
"[355800866, 355800869, 5551424680, 5551424684]",1
"[5551431558, 5551431560]",1
"[355801037, 6236282534, 6236282538, 6236282535, 6236282540]",1
5551424688,1
"[355800878, 6236282529, 6236282533, 6236282528, 6236282531]",0
"[355800884, 6236282525, 6236282527, 6236282524, 6236282551]",0
"[355800970, 6236298318]",2
355800999,1
"[355800889, 6236298299, 6236298306, 2493656782, 6236298298]",1
355800891,1
6236298304,1
"[6236298311, 355800898]",1
6236298313,1
355800905,1
355800984,1
355800901,1
"[355800903, 6236298315]",1
355800919,1
355800969,1
355800921,1
355800935,1
355801028,1
355801014,1
355801036,1
355801060,1
355801062,2
355801064,2
355801081,1
355801104,1
"[2511890978, 2511890991]",1
355801130,1
355801116,1
2511890997,1
6241377599,1
"[6241377592, 6241377593, 6241377590, 712860862, 6109527779, 6109527770, 6109527784, 6109527773, 6109527775, 6109527776, 6241377591, 6109527783]",1
"[355801492, 6241628766, 9717340745]",1
355802652,0
9717340749,0
355802612,1
355802764,1
"[355802751, 6241628762, 9717340787, 9712844989]",1
9712916928,1
9712916929,0
355801504,0
355801506,0
"[355802724, 355802702]",1
355802686,1
355802700,1
355802722,1
355802747,1
355802703,2
"[355802692, 355802668]",1
6241377589,1
355801513,1
355803312,1
355802538,1
6241632292,1
355802588,1
355803336,0
355802574,1
880072312,0
6244106332,1
"[5995245576, 355802674, 6241628782, 6241628784, 6241632290, 6241632288, 6241632287]",1
"[1812296394, 355801525, 6244102966, 6244102969, 6244102970, 355802533, 6244102965, 1812296395, 6244102959, 6244102967]",0
10196115300,0
355802527,0
6162976017,1
4885841029,1
712885699,0
4885841023,1
355803773,0
355803719,0
355802573,0
355802678,0
355802579,1
"[355802799, 355802800]",0
355802593,0
"[355802637, 355802638]",0
355803255,2
"[355802595, 1812296429, 355802794, 410509161, 6162976007]",0
355803301,1
355803306,0
355802641,0
355803542,0
"[355802814, 1692567030, 6244094729, 6244094728]",3
355802597,1
431092356,0
355802627,2
"[355802619, 355802793, 6241664976, 6241664971, 355803292]",0
355802630,2
"[355802598, 6241677691]",0
355802769,2
"[355802772, 6241677582]",0
355802774,2
"[355802611, 6241677581]",2
"[355802600, 6241677583, 6241681065, 6241681069, 6241681066]",1
"[355802777, 6241677580]",1
356642940,1
355802775,1
"[355802608, 6241677579]",1
"[355802601, 6241677577]",1
356644205,1
"[356644194, 6241677576]",1
"[355802605, 6241677578]",1
355802603,1
356644199,1
"[9717340780, 9717340777, 6241628750, 9717340783]",1
"[355802788, 6241677584]",0
355802766,1
"[355802663, 9717340764, 9717340770, 9717340776, 9717340768, 9717340775]",1
"[355802609, 6241628754, 9717340753, 9717340755]",1
355802767,1
"[9717340758, 9717340760]",1
"[6241628767, 355802635, 6241628758, 9717340740]",1
"[6241628774, 6241628773, 6109527753, 6241628775, 6109527767, 6109527754, 6109527757, 6109527758, 6109527761, 6241628772, 6109527762, 6109527765]",1
"[355803250, 355803248]",1
355803290,1
"[355803253, 355803247]",1
"[1812296423, 1812296419, 1812296400, 1812296398]",1
355803323,1
355803328,0
355802646,1
355802647,2
355802671,1
355803344,0
"[6241628776, 431092374, 6241628780]",0
8035976041,2
"[355802699, 6241377383]",0
8035976046,0
355802706,1
355802672,0
355803341,0
5995245563,0
6241377588,0
355802705,1
355802748,0
355802708,1
9717340784,0
355802734,2
355802739,0
"[355802736, 355802743]",0
355802737,0
355802741,1
355802753,1
"[355802759, 6241677575]",1
355802789,1
355803740,2
355802816,2
6244094733,1
355803257,1
355803264,1
6244094734,1
355803252,1
355803261,1
355803256,1
355803260,0
355803293,0
355803298,1
355803299,0
355803295,0
355803296,0
355803280,0
355803285,0
355803329,1
5832456932,2
5832456931,0
5832456937,0
5832456933,0
355803334,0
355803342,0
355803541,0
355803544,0
"[355803754, 355803758]",0
355803746,1
"[469833350, 6244154325]",2
355803548,0
355803760,3
355803734,1
"[369116776, 369116775]",1
3469151125,1
355803762,0
355803738,1
6244154335,0
355804241,0
355804255,1
355803874,1
355804257,1
355804259,1
"[3024700314, 3024700313, 3024700315, 3024700316]",2
355804249,1
"[355803986, 365932799, 2562834594]",0
355803976,2
365932797,0
365932793,1
"[355803988, 365932771]",1
365932778,1
11816521065,0
365932795,0
365932792,0
"[1878600476, 6243767545]",0
"[6243767540, 365932780]",0
"[365932773, 6243767526]",0
"[703339493, 6107573271, 6107573282, 703339501, 703339507, 6107573276, 6107573279, 6107573272]",0
355804229,1
355804251,2
355804253,2
355804234,2
369116712,2
"[6278475876, 6278478492]",1
369116777,1
369116774,1
"[2562834575, 2562834607, 369116721, 2562834605]",0
2562834615,2
369116720,0
356642850,0
356643761,0
356642892,2
356642893,1
356643684,0
356643822,1
"[356642932, 6242033689, 6242027939, 6242027943, 6242027940]",0
"[356643626, 6242033685]",1
"[356642981, 6242027944]",1
"[356643009, 6242027984, 6242027934, 6242027938, 6242027935]",1
356643722,1
356643683,1
356643750,1
356643645,1
356643107,1
"[356643411, 6242027933]",1
"[356643649, 6242027983]",1
356643409,1
"[356643028, 6242027930, 356643564, 6242027973, 6242027929]",1
"[356643032, 6242037774, 6242037776, 6242037773, 6242027969]",1
525490033,1
"[356643680, 6242027981]",1
"[356643043, 6242027963]",1
356643584,1
"[356643441, 6242037771]",1
356643452,1
356643391,1
"[356643044, 6242027962]",1
"[356643052, 6242027958]",1
356643467,1
"[356643055, 6242037766, 6242037769, 6242037765, 6242037770]",1
"[6242027956, 356643489]",1
356643364,2
356643114,1
356643131,1
356643115,1
356643109,1
356643110,1
525488029,1
356643624,1
356643226,0
356643229,0
356643440,0
356643305,0
356643299,0
356643395,0
356643601,2
356643419,1
356643470,2
356643473,2
356643496,2
356643487,1
356643581,1
356643588,1
356643743,1
356643833,1
"[634999113, 6162821240, 634999107]",2
356643839,1
6162821234,1
356810667,1
356810674,2
356810687,1
356810694,2
356810858,1
356810763,1
356810871,1
356810784,1
356811136,1
356810841,1
356810835,1
356810850,1
356810827,2
356810877,1
356810832,1
356811213,1
370501187,1
5211773732,1
356810938,2
356810958,0
356810963,1
356810934,1
370501224,1
370501191,1
"[358451644, 6241120022, 6241120021, 6241120024]",1
6241120026,2
6241120040,0
"[358452700, 6241120055, 6241120054]",0
358451649,0
358451652,2
"[1845528389, 1845528355, 1845528472, 1227935689]",0
358451661,0
358452137,0
358451755,0
358451784,0
358451671,0
358452171,0
358451736,0
358451674,1
358452261,0
358452237,1
358451857,2
358451725,1
"[358451679, 358452390, 358451681, 6236297848, 6236297849]",1
358452283,2
"[6236306149, 358452398, 358452426, 6236306150, 6236306153]",0
"[6236297853, 6236297852]",0
358452292,0
358452300,0
"[358451684, 6241117658, 6241117657, 6241117660]",0
6241117662,1
6241119992,0
"[358452679, 6241117663, 6241117664, 6241117678]",0
358451694,1
"[1227935617, 1845528372, 1845528429]",1
358452026,1
358451711,0
358452084,1
358452029,1
6241179039,2
358451719,0
"[358452005, 6241179036]",1
358451722,1
358451928,1
358451907,1
358451936,2
358451970,1
358451872,1
358451816,0
358451768,0
358451806,1
358451954,2
358451977,0
6241179034,2
"[358452599, 6241179043, 358459513, 558481286, 558481282, 1227935997, 558481297, 6241127459]",1
6241179028,1
358452055,1
358452088,1
358452196,1
"[358452372, 358452476, 409802986, 409802974, 409802981, 6241179018, 6241179017]",0
"[358452375, 358452471]",1
6241179016,1
"[358452380, 6236297854]",1
6236297847,0
"[6236306146, 358455871]",0
6236297825,1
"[358452489, 6236306140]",1
"[6236306143, 358457299]",1
358459481,0
"[715007616, 1227935761, 1227935764, 1232381673, 1845528411, 1227935775, 1845528315, 1227935779]",2
358457304,0
358459485,1
"[358452513, 6236317560]",1
"[6236317554, 358452524]",0
"[358457385, 6236306129]",1
6236317565,1
358457634,1
"[358457283, 6236317549]",0
"[6236317547, 1227935782, 6236317541, 6236317542, 1227935801, 6236317546, 6236317544, 6236317545, 6236317548]",1
6236317552,1
"[358452570, 6241178991, 6241179005, 6241178987, 6241178993, 6241178995, 6241178996, 6241179000]",1
"[358457994, 6241178778]",1
"[358455905, 6241179006]",0
6241141274,1
"[358452637, 6241127414, 6241127413]",0
"[6241127409, 358452659, 6241127425, 6241127426]",1
"[358452671, 358452675, 6241127415, 6241127416]",1
6241127412,1
6235995939,1
"[358455585, 358455590]",1
6241117673,0
358452684,1
6241120019,1
6241120020,1
358452712,1
6241120061,1
6241120074,1
"[1845528559, 6241120189]",0
"[358452730, 6241120195, 6241120214]",0
5514318341,1
6241120206,0
358453391,1
358455477,1
358455524,1
358455520,1
358453403,1
358453414,1
358455402,1
358453423,1
358455762,1
"[6241120075, 6241120076, 6241120078, 1227935712, 6241120077, 1227935717, 6241120079, 1227935722, 1227935729, 1227935730, 1227935732]",1
358455570,1
358455573,1
358455575,1
"[358455577, 6241117644]",1
"[358455657, 358455659]",2
358455608,2
358455627,2
358455604,1
558487150,1
358455601,1
358455618,1
358459883,2
358455623,1
358455611,1
358455665,1
"[1882597877, 1882597871, 1882597928]",1
358455662,1
360606893,1
558487137,1
358455738,2
358455692,1
558487141,0
358455697,0
360605899,0
358455732,1
360606418,0
360605910,0
360606467,0
360606421,2
358455849,1
358455857,1
358455866,1
358455868,1
358455930,1
358455947,1
358457286,1
358457323,1
358457363,1
"[1227936069, 1845528313, 1845528513, 1845528387]",2
1845528319,0
358457393,0
6236306132,1
"[358457450, 6236306133]",0
6236306136,1
358457480,1
358457606,1
358457642,0
358457658,1
358457662,1
"[6241225499, 358457671]",1
"[358459048, 6241225504]",2
"[6241225498, 358459080, 6241224179, 6241224180, 6241225486]",2
6241224183,1
"[358459082, 6241224171, 6241224172, 6241225492]",1
"[358458008, 6241178781]",1
358458000,1
6241224166,1
358458010,1
358459100,1
358458014,1
"[358459103, 7010902846]",1
358459109,1
358458074,1
"[1845528238, 6241224170, 6241224169, 1845528295, 6241225496, 1845528395, 1845528477]",1
7010902839,1
358458077,1
358459090,1
358459224,1
358459088,3
"[358459364, 358459362]",1
"[1845528536, 1845528422, 6241209487, 1845528521, 1845528255, 6241209486, 1845528452, 1845528449, 1845528496]",1
358459367,1
6241224176,3
358459264,0
"[6241209490, 1227935631, 6241209489, 1227935632, 1227935635, 6241209491, 1845528485, 1845528292, 1845528385]",1
358459287,0
6241141275,1
358459185,0
358459110,2
358459151,1
358459177,2
"[358459323, 6241141270, 6241141257, 6241141260, 6241141262, 6241141265]",1
695127818,0
1574145039,2
358459388,2
358459390,0
358459391,0
358459460,2
358459468,1
358459480,0
358459492,0
"[358459530, 6241148823, 1832475779, 6241148822, 2829158989]",0
"[6241148819, 1601037136, 6241148821, 1832475769, 6241148820, 1601037239, 1601037269, 1601037321, 1832475797, 1832475731, 1832475823]",0
1832475759,0
"[594306476, 1574145089, 594306485, 1574145067]",3
358459880,1
358459888,1
358460075,1
"[6236247702, 6109064367, 696245093, 696245094, 6109064370, 6109064361, 6109064375]",1
358459881,1
360606967,1
360606889,1
"[360196500, 6236238794]",1
360197935,1
"[436363036, 6236238822]",1
358460644,1
360198134,1
360197695,1
360198106,1
358465814,1
358465824,1
636913701,3
360194847,1
360195035,1
360194979,1
359067977,2
414719227,1
9805683374,1
415915094,0
414719347,0
"[1844047542, 415915261]",0
358993503,0
358993522,2
358993508,1
358993544,0
1835325384,1
359001900,1
1927205894,1
1835325371,1
359001391,1
"[1835325369, 1835325387, 1835325368, 1835325385]",1
9256670397,1
"[6246273838, 6246273837, 359006044, 6246273840, 709966497, 6246273839, 709967208, 907848228, 6246273834, 907848244, 907848253, 907848260, 6246273835]",1
358993615,1
359000683,0
624247461,2
359000779,1
5372486862,1
359000697,1
359001597,1
"[635696045, 6276318762, 6276318763]",1
359000717,1
1835325324,1
"[359001504, 359001732]",1
359005963,1
1835300166,1
635600682,1
"[359002287, 6246243579]",1
"[359000952, 6246243571, 6246243572]",1
"[6246243565, 359000973]",1
359002233,1
"[6246243561, 359005623]",1
"[907807796, 6246243564]",1
"[1835300190, 1835300162, 907844828, 6246243560, 1835300172, 1835300173]",1
"[359001042, 6246243553, 6246243556, 359005939]",1
"[907807736, 5114197903, 6246243570]",1
359005852,2
907807671,1
359005945,2
"[359001054, 6246243545, 6246243547]",0
"[359005857, 6246243548, 6246243551]",2
359001075,0
359005825,2
359001329,1
359002122,1
1879844786,1
1886045896,1
454195518,1
1879844787,1
359002044,1
"[624247576, 624247606]",1
359001582,1
"[1835300194, 1835300181, 1835300170, 1835300175]",0
359005644,0
359005364,0
359005772,0
359005716,2
359005663,0
"[1851992556, 1851992571, 359003114, 359003142, 6285616358, 359003150, 1851992561, 359005351, 6285616354, 6285616352, 6285616357]",0
359003159,0
359005286,0
359005414,0
359005613,1
359005541,2
359005422,1
359005457,0
359005587,0
"[907807754, 359005792]",0
359005467,0
907807715,0
359005472,0
359005838,0
359005910,2
359010435,1
359010398,0
359010611,0
359010490,0
359010453,1
"[359010542, 359010548]",1
359011555,1
359011526,1
359011545,1
359015254,1
359015279,0
359016686,0
359015336,1
359015309,1
"[359015294, 2339079631]",1
"[359025690, 3262662301]",2
6244346510,0
"[359025743, 6244346514]",1
551508372,1
1835605423,1
"[359025694, 6244214998]",1
359025697,1
6244215001,1
"[5497904748, 359025832, 5497904739, 5497904749, 5497904726, 5497904731, 5497904728, 5497904735, 5497904736, 5497904740, 5497904744]",1
359025777,2
5820719303,2
359025831,2
5497904750,2
359025780,0
359025776,0
359025793,0
359025746,2
359025807,2
359025749,2
6244346517,1
359025826,0
359025808,2
359025703,1
359025843,1
359025858,0
359025850,1
6244302434,1
359025710,1
6244302438,1
"[1846970217, 1846970215, 6244302432]",1
359025705,1
1846980293,0
"[359025731, 359025707]",2
1846980294,1
359025781,1
359025717,1
359025838,1
"[359025837, 6244302419, 1247060176, 6244302415, 6244302414, 6244302416]",1
359025754,0
359025810,1
359025760,1
"[6244346552, 359025804, 6244346529, 6244346553, 594607150, 6244346545, 6244346521, 6244346525, 6244346543, 6244346526, 6244346536, 6244346548]",0
359025795,2
"[1846980301, 1846980295, 1846980307, 1846980302]",0
359025784,0
9412700095,0
359025875,0
1846970213,2
359025860,1
359025865,1
359025876,1
359025878,1
359025870,1
359025899,1
359025897,1
359032245,1
"[359032251, 359027295, 6143033597, 359032248, 695125284, 1949046309, 695125283, 6143033593, 695125286, 695125287, 6143033596, 695125291]",2
"[359027175, 6143033609]",1
359027283,1
"[359027214, 6143033433]",1
359027218,1
"[1247060183, 6143033428]",1
"[6143033455, 359032261, 6143033451]",1
359027256,1
359032275,1
359027271,1
"[6143033478, 1832453291, 6143033482, 1832453281, 1832453320, 6143033474, 1832453351, 1832453322, 1832453335, 6143033479, 6143033477, 1832453377]",1
364910852,0
"[359027325, 9430702878]",1
364910853,1
364910844,1
364910881,1
364911368,1
"[359029887, 359029891, 6243939674, 6243939673]",1
"[359030418, 6244034501, 6141436630]",1
"[426425392, 6243939671, 359030286, 6243939675, 6243939680, 6243939666, 6243939665, 6243939669]",1
6243939678,1
"[359030454, 6244034494, 1113086407, 6244034500, 6244034499]",1
359029991,0
359030332,0
359030300,1
"[359029962, 6142865824]",0
"[359030364, 6142865821]",0
"[6142947914, 714521139, 1846964706, 1846964703, 1846964717, 6142947911, 1846964723, 1846964719, 1846964734, 1846964727]",1
"[6142865826, 359030036]",2
"[359029971, 6243925867, 6243925877, 6243925870, 6243925872]",2
359029996,0
359030239,2
6243925874,1
359030046,1
359030031,1
359030041,0
6142947920,2
"[359030368, 6142865829]",0
6142947913,1
"[359030357, 6142947888]",1
6243715427,0
"[359030384, 6142865834]",2
"[359030375, 6142865787]",1
"[365229765, 6142864484]",3
359030435,3
6244034280,0
6244034487,0
359030484,1
"[6244252542, 6244252543, 6244252544, 359030556, 6244252528, 6244252524, 6244252525, 6244252529, 6244252532, 6244252533, 6244252536, 6244252537]",2
359030537,1
359030658,1
"[6141436622, 359030648, 6244081113]",1
359030664,1
6244182039,1
359031999,2
359031938,1
359031983,1
359031990,1
359031995,1
359031943,0
359032037,0
359031955,0
359032034,0
359031948,0
359032179,2
359032051,0
359032006,0
359032221,0
359032195,1
6142947877,2
"[359032200, 359032100]",1
359034945,0
359034966,1
6153432756,1
359032233,1
359032072,1
359032118,1
359032175,2
359032242,1
432878087,2
359034051,2
"[359032280, 359032293]",2
"[364910710, 1247060240]",2
364910674,1
359032393,2
364912101,2
364910932,0
"[6537324809, 6537324808, 6537324807]",2
364912071,0
364912078,1
364910929,1
364910983,1
364912111,1
364912152,1
432878070,1
359034250,1
1832453407,1
1832453346,1
359034253,1
368150702,1
"[359034950, 359034297]",1
359034962,1
359034930,1
"[6244377049, 6244377050]",1
"[6244372348, 359035522]",2
365223708,1
"[6244372338, 359035467, 6244372363, 6244372342, 6244372339]",0
359034285,1
359034932,1
359034934,1
"[359034978, 6244001412]",0
359040944,1
359034980,0
359034984,0
359034996,0
359034993,1
"[359034982, 6244372336]",1
359035465,1
"[359035003, 6244372335]",1
359035001,1
359035013,2
"[359035526, 6244372353]",1
"[359035464, 6244372337]",2
359035527,1
359035018,1
6244377052,1
359035518,1
359035491,1
359035531,1
359035478,1
359035532,1
359035488,3
359035514,0
359035536,1
359035512,1
"[359035509, 359035511]",1
359035524,0
6243731176,1
359035540,1
359035519,1
"[359035529, 6243731178, 6243731172, 6243731173]",1
6243731181,1
359040939,2
359043664,2
359040978,1
359043830,1
1249969419,1
359040946,2
359040966,2
"[359040963, 1249969425]",1
"[359043715, 359043784]",1
359043825,1
"[359043835, 6243960576]",1
"[6243960584, 432878154]",1
432878148,1
359063234,1
359063239,1
"[432878152, 359063750]",1
359063744,1
432878157,1
359063753,1
"[359063749, 6241290062]",1
359065109,1
"[359063243, 6142947846]",0
359063658,0
"[359065147, 6142947843]",2
359065111,1
359063754,0
359063762,1
359063661,0
359063669,2
6241290061,0
"[359063667, 359065176, 6142947816, 6142947834]",2
"[359063664, 6241290057, 6241290056, 6241290059]",2
"[359063713, 6241290055]",1
"[359067180, 6142947838]",1
"[359063676, 6241290042]",2
"[6243910336, 6143032847, 6143032849, 6243910337, 6143032867, 6143032854, 6143032865, 6143032871]",1
"[6143032879, 1832453339]",1
"[6243910319, 6243910318]",1
"[6243910340, 6243910341]",1
359065116,1
359067449,1
"[359067333, 359067481]",1
"[359065145, 696273099, 359065149, 6109109411, 6109109403, 6109109388, 569908630, 696273102, 6109109406]",1
359067262,1
"[359065152, 359067352]",1
359067265,1
359067347,1
"[359065154, 6236087125, 6236087123, 6109109390, 6236087122]",1
359067283,1
"[359067229, 6143033394]",2
"[1832453305, 6143033392]",1
6243910317,1
1832453321,1
359067356,1
359067297,1
359067368,1
5820937343,1
6236073399,2
359067310,2
359067371,2
359067393,1
"[360195197, 6241067424]",0
"[360195689, 6241067385]",0
457091479,1
457091482,1
359696529,1
"[359698424, 6226793124, 6226793126, 6226793123]",1
"[359707249, 6116146060]",0
6226793127,1
"[6226793130, 6116146086, 6116146097, 6116146088, 6116146089, 6116146091, 6116146094, 6116146100]",0
"[359707244, 6116146058]",3
359698566,1
359705085,1
359705290,1
359705614,0
359705263,1
359707241,1
359707253,0
"[420218770, 420218780]",1
359707243,1
359707255,1
"[6116146076, 6226793122, 6116146070, 6116146068, 6116146071, 6116146073, 6116146080]",1
359706342,3
"[6106257055, 6106257070, 359709998]",1
359710006,3
359709877,0
"[693994129, 693994138, 693994134]",1
359709899,1
"[359707264, 6116146044]",2
359707251,1
359707338,1
359707321,1
359707263,1
359707292,1
"[359707276, 6116146043]",1
359707273,1
359709490,1
"[359707301, 359707318]",0
359709463,1
359709419,1
359709978,1
359709936,0
"[693994157, 693994165, 693994161]",0
359709979,0
359709958,2
359709922,0
359709942,2
"[359709815, 442963997, 442963999]",2
359709616,1
359709560,2
"[359709620, 359709636]",1
359709857,2
359709844,2
359709603,2
359709745,0
359709733,0
"[359709722, 6116153487]",1
359709686,1
359709705,1
420218791,2
359709719,1
359709789,0
359709804,1
359709798,1
359709966,1
6226793102,1
359709928,1
359710024,1
359711762,1
"[6241533211, 359727252]",1
359713917,1
"[6241561959, 6241561960, 1846927140, 1846927142, 1846927141, 1846927146, 1846927143, 1846927145]",1
359727665,1
359713918,1
359713916,1
"[6241561946, 6241561945, 6241561958]",1
359713005,1
6276481370,1
359715512,1
359712996,1
"[359712222, 860203426, 860204150, 860204415]",1
359715689,1
"[2956984763, 6210029181]",1
430207690,2
"[359715676, 6210029180]",0
"[696484462, 696484483, 696484474, 696484458]",2
359713934,0
359715467,0
359713064,0
"[359713051, 359715428]",0
359713106,1
430189508,1
"[370584896, 430189512]",1
359715452,1
"[359715558, 6076101520]",1
"[4554737002, 4554736990, 4554736991, 4554736995, 4554737005, 4554736998, 4554736999, 4554737007]",1
"[385981125, 6209955403]",1
370584876,0
430207736,1
"[6076101570, 359722564]",0
359722723,0
"[359722391, 6076101571]",0
359722554,1
"[359722707, 6076101569]",1
359715546,2
"[6076101568, 359722663]",1
359722654,1
359722868,1
6276421693,0
"[6076101583, 359715584]",1
6076105486,1
359715652,1
359715643,1
1832007579,1
"[359715634, 6076101579]",1
359715624,1
849576918,1
421736914,1
849582149,1
421736935,0
359718626,1
"[6076101576, 359718619]",1
"[1887416422, 6241868123]",1
359718583,1
"[359718650, 6241868124]",1
6241868121,1
1857051345,1
"[359715721, 6209955422, 1832007608, 6209955417, 6209955418, 6209955424, 6209955421]",1
1831966492,2
1831966467,1
359715708,2
"[359715696, 6210030786, 6210030787, 6210029184, 6210030785]",1
6209955402,1
359715711,1
"[393781066, 6210030789]",1
"[359717948, 359719038, 1832007559, 359719206, 1832007561, 1832007549, 1832007589, 1832007563, 1832007578, 1832007596]",1
359715733,1
359719137,1
6210029177,1
"[359718697, 6243895810, 6243895820, 6243895819, 6243895813, 6243895812]",1
359718636,1
"[359718631, 6076101574]",3
"[6241526748, 6241526746, 6241526747, 6241526745, 444485074, 444485075, 444485077, 444485079, 444485083, 444485085, 444485089, 444485091]",0
"[359721946, 6076101573]",2
359721930,0
"[359718658, 6242029624, 9363291525, 6242029620, 6242029628, 9363291520, 11780101229, 9363291528, 9363291526, 9363291527]",2
359719325,0
359719227,1
6242029633,1
1832049358,1
1832049359,1
"[359721867, 6243895821, 6243895824]",1
359719285,1
359722541,1
359722481,0
1887416507,2
359722976,1
359722445,1
"[6243885897, 6243885896, 1832060387, 1832060268, 1832060418, 1832060289, 1832060305, 1832060301, 1832060338, 1832060346, 1854198594]",1
359722473,0
359721916,1
359722301,2
359722371,1
359722271,1
359722001,1
359722198,1
359722207,2
359722021,2
359722187,1
359722182,1
"[6107713496, 359722027]",1
"[6107713495, 359726991]",2
6107713519,1
"[6241710250, 6241710251, 6241710248, 444485119, 444485122, 6241710249, 444485125, 444485129, 444485131, 444485133, 444485137, 444485140]",2
"[1832048985, 6243885900]",0
6107713521,1
391300379,1
"[6243874962, 1832060227, 1832060391, 1832060229, 6243874963, 1832060234, 6243859079, 1832060395, 1832060263, 1832060342, 1832060411, 6243874964]",1
1832068450,1
1832078795,1
6243859077,1
401088612,1
1832068451,1
"[6241690341, 359723824]",1
359723822,1
359724149,1
359724303,2
6271673753,1
359723848,2
359724414,2
359724274,1
5998338554,1
359724193,1
"[359723889, 6243774765]",1
"[359726046, 6243756674]",1
"[359725559, 6602072813, 6602072807, 6602072804]",1
6276234036,1
6276234055,1
359724227,1
359724174,1
"[359724162, 6271673736, 6271673761, 6271673760, 6271673739, 6271673740]",1
359724208,1
"[1832060252, 6243859065]",1
1832078740,1
693980967,1
359724181,1
359726060,0
5998338561,0
359724243,0
"[1832060359, 6243859063]",0
693980982,0
359725136,0
359725129,0
359725128,3
359725777,0
359725615,1
359725973,1
359725959,1
359725737,0
359725649,2
359726049,1
359726043,2
359726033,0
359726023,0
359725870,0
359726015,0
359726018,0
5991226285,0
6243756675,1
"[359726212, 6243859069]",1
"[1832078545, 6243859070]",1
1832078634,1
1832078607,0
359726713,0
359728022,1
359726997,1
359727833,1
359726992,0
359726995,1
"[6107713504, 6107713505]",1
359727294,1
359728074,1
359728087,1
359794637,1
359797111,0
"[618018544, 359797975, 6208070312]",1
618018510,2
359798149,1
"[359798025, 6208070310]",1
618018551,1
10583102815,1
9653780481,1
359794897,1
618018564,0
618018475,0
6208070313,0
660060525,1
"[6243731149, 838509682, 6112558842, 6112558791, 6112558834, 6112558832, 6243731148, 6112558837]",2
"[6243740408, 6243740404, 6243740409]",1
370499061,1
370499034,1
1768957326,1
370499065,1
370499112,1
"[360073014, 5255113744, 5255113735, 5255113742, 5255113743]",1
"[4374930024, 4360847928, 4360847931, 4360857189, 4360856288, 6119533731]",1
5255113741,1
360073015,0
360073020,2
360074214,0
360074320,1
360074352,1
360074195,1
360073035,1
360073037,0
360074361,0
"[360073046, 6132363262]",0
360073049,2
360074278,0
360073052,0
"[360074242, 360074244, 360074248]",0
360073057,0
360074186,1
"[360073061, 6119532473]",1
360074181,1
425413958,1
"[360074193, 4374930032, 4360847936, 6119532467, 5255113725, 5255113726]",1
360073072,1
360073158,1
360073110,1
360073077,1
360073082,1
360073118,1
360073092,1
360073105,1
360073095,1
360073089,0
425413956,1
360074089,0
360074142,0
360074179,1
360074213,1
360075069,1
360075437,1
360075035,1
360075073,2
"[360078304, 6119533691]",0
"[442620572, 360079263, 360079854]",2
"[360078310, 6119533720]",2
360079233,0
360079872,1
5255113745,2
360078939,3
"[360078860, 6119533710]",1
"[360078986, 531750995, 531750991]",0
360078888,0
360078941,1
360078973,1
360078952,1
360079273,0
360079247,0
360079253,1
360079288,0
"[360079442, 360079439]",0
"[360079825, 442620499, 6118058734, 442620459, 442620496, 442620500, 442620502]",0
"[442620510, 6118093888, 6118093902, 442620517, 442620512, 6118058737, 442620522, 442620525, 442620526, 442620529]",2
360090300,3
360090586,3
360090599,0
